2.000000	-653.824069	-665.046703	7.202653	4.631386	
2.000000	-638.145896	-656.615857	11.853966	5.951728	
2.000000	-622.572230	-648.010279	16.326064	6.963255	
2.000000	-607.290013	-639.369824	20.588727	7.804717	
2.000000	-591.789208	-630.314871	24.725656	8.558146	
2.000000	-576.173108	-621.056222	28.805849	9.254639	
2.000000	-560.653081	-610.835354	32.206834	9.774824	
2.000000	-545.456657	-600.671761	35.436890	10.242455	
2.000000	-529.977077	-589.460785	38.176467	10.631856	
2.000000	-515.140645	-580.959919	42.242615	11.202402	
2.000000	-499.725373	-569.620803	44.858679	11.537385	
2.000000	-483.940395	-558.001290	47.532063	11.845909	
2.000000	-468.494306	-546.250856	49.903923	12.182130	
2.000000	-452.432704	-530.914332	50.369276	12.214697	
2.000000	-436.942651	-518.801616	52.536841	12.442860	
2.000000	-420.442223	-509.940557	57.439765	13.021215	
2.000000	-404.889012	-498.431528	60.035309	13.302148	
2.000000	-391.950390	-489.759033	62.773296	13.639884	
2.000000	-376.542439	-477.121340	64.551240	13.809364	
2.000000	-358.505821	-469.942908	71.519992	14.294996	
2.000000	-342.966439	-459.763239	74.959839	14.610204	
2.000000	-335.188163	-446.573280	71.486637	14.529234	
2.000000	-320.001580	-436.608406	74.837915	14.833058	
2.000000	-297.261888	-419.881102	78.696648	15.144737	
2.000000	-281.760573	-410.038161	82.328175	15.470559	
2.000000	-267.784465	-414.959975	94.456805	16.225909	
2.000000	-252.341812	-406.764800	99.108215	16.612942	
2.000000	-239.695384	-386.530068	94.238065	16.269026	
2.000000	-224.352615	-377.929118	98.564944	16.642202	
2.000000	-206.592668	-376.009242	108.731054	17.210677	
2.000000	-191.169302	-368.220121	113.630690	17.573018	
2.000000	-171.664660	-355.770726	118.158726	18.435942	
2.000000	-156.113754	-348.689710	123.594677	18.867142	
2.000000	-143.686702	-340.462116	126.289876	18.873308	
2.000000	-128.227689	-333.789482	131.928949	19.290666	
2.000000	-109.958448	-329.052426	140.613865	19.727352	
2.000000	-94.421374	-322.314559	146.261169	20.121223	
