TIME [ps]	E_TOT [kJ/mol]	E_POT [kJ/mol]	TEMP. [K]	PRES. [kJ/mol/nm^3]
1.540000	931.888444	-50.202150	630.302829	42.697267	
1.550000	931.887886	-53.980849	632.727628	42.797873	
1.560000	931.887408	-55.411850	633.645733	42.845847	
1.570000	931.889131	-54.074443	632.788495	42.820205	
1.580000	931.888919	-50.916729	630.761747	42.724283	
1.590000	931.889516	-46.766946	628.098812	42.583206	
1.600000	931.889285	-42.646866	625.454409	42.458410	
1.610000	931.888878	-38.507868	622.797751	42.373368	
1.620000	931.890879	-34.316451	620.108996	42.281442	
1.630000	931.892136	-32.265501	618.793509	42.211450	
1.640000	931.891673	-33.902538	619.843858	42.234176	
1.650000	931.890078	-38.542141	622.820517	42.354846	
1.660000	931.888969	-43.757575	626.167056	42.501030	
1.670000	931.888886	-47.662154	628.672949	42.616984	
1.680000	931.888464	-49.848866	630.076104	42.688527	
1.690000	931.888487	-49.830562	630.064372	42.701770	
1.700000	931.888435	-47.573352	628.615667	42.648690	
1.710000	931.889674	-43.782086	626.183240	42.537530	
1.720000	931.890876	-40.198820	623.884281	42.402268	
1.730000	931.890697	-38.533218	622.815188	42.283604	
1.740000	931.890725	-38.693944	622.918359	42.195558	
1.750000	931.889767	-40.357820	623.985615	42.150550	
1.760000	931.889710	-42.200362	625.168117	42.170148	
1.770000	931.889547	-43.740461	626.156443	42.201317	
1.780000	931.890328	-45.093245	627.025157	42.248164	
1.790000	931.890479	-46.576642	627.977293	42.351138	
1.800000	931.890515	-48.313286	629.091890	42.444335	
1.810000	931.890438	-50.287898	630.359141	42.514764	
1.820000	931.889305	-52.088824	631.514242	42.556453	
1.830000	931.889187	-52.357292	631.686469	42.550117	
1.840000	931.889171	-50.803799	630.689431	42.499218	
1.850000	931.889729	-47.477383	628.554905	42.417452	
1.860000	931.890244	-43.171934	625.792011	42.319757	
1.870000	931.890670	-38.860166	623.025005	42.210677	
1.880000	931.891771	-35.247998	620.707433	42.092148	
1.890000	931.891837	-33.356478	619.493503	41.979825	
1.900000	931.890612	-33.278280	619.442530	41.885428	
1.910000	931.889022	-34.058980	619.942561	41.827143	
1.920000	931.888095	-34.368874	620.140854	41.886965	
1.930000	931.886758	-32.723550	619.084032	41.991923	
1.940000	931.886489	-27.957213	616.024839	42.019929	
1.950000	931.888525	-20.345949	611.141259	41.944773	
1.960000	931.890645	-12.616019	606.181573	41.797817	
1.970000	931.892566	-8.991419	603.856549	41.699011	
1.980000	931.890341	-12.304711	605.981582	41.733840	
1.990000	931.887088	-19.708420	610.731173	41.805714	
2.000000	931.885913	-26.273912	614.944131	41.867639	
