TIME [ps]	E_TOT [kJ/mol]	E_POT [kJ/mol]	TEMP. [K]	PRES. [kJ/mol/nm^3]
0.036000	48.944524	-627.324572	434.027498	35.650917	
0.037000	48.944309	-624.664795	432.320324	35.584127	
0.038000	48.944093	-621.900251	430.545909	35.514579	
0.039000	48.943878	-619.028824	428.702897	35.442201	
0.040000	48.943664	-616.048443	426.789960	35.366924	
0.041000	48.943452	-612.957098	424.805808	35.288676	
0.042000	48.943243	-609.752857	422.749202	35.207385	
0.043000	48.943040	-606.433883	420.618964	35.122979	
0.044000	48.942843	-602.998458	418.413992	35.035387	
0.045000	48.942655	-599.445005	416.133276	34.944537	
0.046000	48.942476	-595.772109	413.775907	34.850359	
0.047000	48.942308	-591.978545	411.341101	34.752786	
0.048000	48.942155	-588.063305	408.828213	34.651750	
0.049000	48.942017	-584.025627	406.236755	34.547188	
0.050000	48.941897	-579.865027	403.566417	34.439040	
0.051000	48.941798	-575.581329	400.817089	34.327249	
0.052000	48.941721	-571.174701	397.988879	34.211765	
0.053000	48.941669	-566.645687	395.082138	34.092543	
0.054000	48.941646	-561.995241	392.097480	33.969544	
0.055000	48.941652	-557.224766	389.035808	33.842739	
0.056000	48.941691	-552.336144	385.898330	33.712106	
0.057000	48.941765	-547.331775	382.686588	33.577636	
0.058000	48.941876	-542.214604	379.402474	33.439331	
0.059000	48.942027	-536.988156	376.048252	33.297207	
0.060000	48.942219	-531.656562	372.626574	33.151295	
0.061000	48.942454	-526.224581	369.140496	33.001642	
0.062000	48.942732	-520.697624	365.593490	32.848318	
0.063000	48.943056	-515.081761	361.989454	32.691409	
0.064000	48.943425	-509.383739	358.332716	32.531029	
0.065000	48.943839	-503.610972	354.628037	32.367313	
0.066000	48.944297	-497.771542	350.880602	32.200426	
0.067000	48.944798	-491.874181	347.096015	32.030563	
0.068000	48.945340	-485.928249	343.280282	31.857950	
0.069000	48.945921	-479.943697	339.439787	31.682845	
0.070000	48.946538	-473.931031	335.581272	31.505545	
0.071000	48.947186	-467.901253	331.711794	31.326383	
0.072000	48.947862	-461.865807	327.838697	31.145732	
0.073000	48.948560	-455.836509	323.969559	30.964005	
0.074000	48.949276	-449.825467	320.112150	30.781662	
0.075000	48.950003	-443.845004	316.274373	30.599199	
0.076000	48.950737	-437.907567	312.464214	30.417149	
0.077000	48.951470	-432.025639	308.689681	30.236057	
0.078000	48.952197	-426.211642	304.958742	30.056442	
0.079000	48.952912	-420.477850	301.279269	29.878749	
0.080000	48.953608	-414.836290	297.658980	29.703309	
0.081000	48.954282	-409.298660	294.105378	29.530333	
0.082000	48.954927	-403.876239	290.625698	29.359942	
0.083000	48.955539	-398.579817	287.226863	29.192224	
0.084000	48.956114	-393.419616	283.915431	29.027267	
0.085000	48.956648	-388.405234	280.697558	28.865193	
0.086000	48.957139	-383.545587	277.578966	28.706167	
0.087000	48.957585	-378.848869	274.564912	28.550394	
0.088000	48.957983	-374.322514	271.660166	28.398119	
0.089000	48.958333	-369.973173	268.868997	28.249617	
0.090000	48.958634	-365.806697	266.195158	28.105182	
0.091000	48.958887	-361.828129	263.641887	27.965114	
0.092000	48.959091	-358.041706	261.211904	27.829702	
0.093000	48.959249	-354.450865	258.907414	27.699211	
0.094000	48.959360	-351.058258	256.730120	27.573870	
0.095000	48.959427	-347.865769	254.681233	27.453869	
0.096000	48.959451	-344.874544	252.761489	27.339368	
0.097000	48.959435	-342.085014	250.971167	27.230506	
0.098000	48.959381	-339.496928	249.310106	27.127412	
0.099000	48.959291	-337.109389	247.777733	27.030209	
0.100000	48.959167	-334.920886	246.373078	26.939014	
0.101000	48.959011	-332.929337	245.094808	26.853934	
0.102000	48.958827	-331.132121	243.941242	26.775064	
0.103000	48.958617	-329.526122	242.910382	26.702476	
0.104000	48.958383	-328.107765	241.999934	26.636216	
0.105000	48.958127	-326.873057	241.207338	26.576298	
0.106000	48.957852	-325.817624	240.529788	26.522702	
0.107000	48.957560	-324.936751	239.964259	26.475372	
0.108000	48.957254	-324.225418	239.507531	26.434213	
0.109000	48.956935	-323.678339	239.156213	26.399095	
0.110000	48.956606	-323.289995	238.906763	26.369860	
0.111000	48.956269	-323.054672	238.755517	26.346318	
0.112000	48.955926	-322.966494	238.698705	26.328260	
0.113000	48.955578	-323.019455	238.732472	26.315458	
0.114000	48.955228	-323.207452	238.852904	26.307672	
0.115000	48.954878	-323.524314	239.056039	26.304654	
0.116000	48.954528	-323.963830	239.337895	26.306149	
0.117000	48.954181	-324.519777	239.694478	26.311898	
0.118000	48.953837	-325.185948	240.121804	26.321644	
0.119000	48.953499	-325.956171	240.615913	26.335130	
0.120000	48.953167	-326.824335	241.172886	26.352100	
0.121000	48.952843	-327.784409	241.788850	26.372305	
0.122000	48.952527	-328.830459	242.459999	26.395498	
0.123000	48.952220	-329.956670	243.182601	26.421442	
0.124000	48.951924	-331.157353	243.953006	26.449903	
0.125000	48.951638	-332.426964	244.767655	26.480661	
0.126000	48.951363	-333.760114	245.623090	26.513500	
0.127000	48.951099	-335.151574	246.515956	26.548218	
0.128000	48.950847	-336.596289	247.443008	26.584624	
0.129000	48.950608	-338.089378	248.401114	26.622538	
0.130000	48.950380	-339.626142	249.387258	26.661798	
0.131000	48.950164	-341.202063	250.398541	26.702254	
0.132000	48.949960	-342.812808	251.432181	26.743783	
0.133000	48.949767	-344.454228	252.485516	26.786286	
0.134000	48.949586	-346.122354	253.555998	26.829702	
0.135000	48.949416	-347.813398	254.641196	26.874020	
0.136000	48.949256	-349.523747	255.738791	26.919276	
0.137000	48.949107	-351.249959	256.846573	26.965529	
0.138000	48.948968	-352.988759	257.962440	27.012786	
0.139000	48.948838	-354.737034	259.084395	27.060935	
0.140000	48.948718	-356.491824	260.210536	27.109750	
0.141000	48.948606	-358.250321	261.339062	27.158973	
0.142000	48.948502	-360.009857	262.468261	27.208367	
0.143000	48.948405	-361.767903	263.596508	27.257741	
0.144000	48.948316	-363.522061	264.722264	27.306945	
0.145000	48.948234	-365.270057	265.844070	27.355856	
0.146000	48.948159	-367.009739	266.960544	27.404379	
0.147000	48.948089	-368.739066	268.070377	27.452432	
0.148000	48.948026	-370.456111	269.172330	27.499948	
0.149000	48.947968	-372.159050	270.265234	27.546871	
0.150000	48.947916	-373.846160	271.347983	27.593153	
0.151000	48.947869	-375.515818	272.419534	27.638756	
0.152000	48.947826	-377.166495	273.478906	27.683648	
0.153000	48.947789	-378.796753	274.525177	27.727803	
0.154000	48.947757	-380.405246	275.557482	27.771204	
0.155000	48.947729	-381.990713	276.575013	27.813836	
0.156000	48.947705	-383.551982	277.577016	27.855692	
0.157000	48.947686	-385.087963	278.562791	27.896771	
0.158000	48.947672	-386.597649	279.531694	27.937075	
0.159000	48.947661	-388.080114	280.483129	27.976611	
0.160000	48.947655	-389.534514	281.416555	28.015390	
0.161000	48.947653	-390.960083	282.331479	28.053425	
0.162000	48.947655	-392.356130	283.227460	28.090732	
0.163000	48.947661	-393.722045	284.104103	28.127328	
0.164000	48.947671	-395.057287	284.961064	28.163227	
0.165000	48.947684	-396.361392	285.798044	28.198445	
0.166000	48.947702	-397.633966	286.614789	28.232993	
0.167000	48.947722	-398.874683	287.411091	28.266878	
0.168000	48.947747	-400.083285	288.186783	28.300104	
0.169000	48.947774	-401.259578	288.941742	28.332670	
0.170000	48.947804	-402.403430	289.675882	28.364576	
0.171000	48.947837	-403.514769	290.389158	28.395814	
0.172000	48.947873	-404.593579	291.081558	28.426382	
0.173000	48.947912	-405.639897	291.753106	28.456274	
0.174000	48.947952	-406.653811	292.403860	28.485488	
0.175000	48.947995	-407.635458	293.033905	28.514024	
0.176000	48.948040	-408.585016	293.643357	28.541885	
0.177000	48.948086	-409.502707	294.232358	28.569079	
0.178000	48.948133	-410.388788	294.801072	28.595617	
0.179000	48.948182	-411.243551	295.349689	28.621515	
0.180000	48.948232	-412.067322	295.878414	28.646796	
0.181000	48.948283	-412.860451	296.387474	28.671487	
0.182000	48.948334	-413.623315	296.877111	28.695624	
0.183000	48.948386	-414.356314	297.347581	28.719249	
0.184000	48.948438	-415.059865	297.799152	28.742413	
0.185000	48.948491	-415.734403	298.232102	28.765174	
0.186000	48.948543	-416.380378	298.646720	28.787593	
0.187000	48.948595	-416.998247	299.043300	28.809732	
0.188000	48.948647	-417.588482	299.422144	28.831648	
0.189000	48.948698	-418.151557	299.783557	28.853386	
0.190000	48.948749	-418.687954	300.127847	28.874978	
0.191000	48.948799	-419.198156	300.455326	28.896440	
0.192000	48.948848	-419.682649	300.766304	28.917773	
0.193000	48.948897	-420.141920	301.061094	28.938966	
0.194000	48.948944	-420.576450	301.340005	28.959999	
0.195000	48.948991	-420.986723	301.603346	28.980840	
0.196000	48.949037	-421.373215	301.851425	29.001449	
0.197000	48.949081	-421.736399	302.084544	29.021777	
0.198000	48.949125	-422.076742	302.303003	29.041766	
0.199000	48.949167	-422.394707	302.507099	29.061357	
0.200000	48.949209	-422.690747	302.697124	29.080486	
0.201000	48.949249	-422.965312	302.873365	29.099091	
0.202000	48.949288	-423.218844	303.036105	29.117116	
0.203000	48.949326	-423.451776	303.185625	29.134507	
0.204000	48.949363	-423.664537	303.322198	29.151217	
0.205000	48.949399	-423.857550	303.446097	29.167207	
0.206000	48.949434	-424.031232	303.557588	29.182443	
0.207000	48.949469	-424.185994	303.656936	29.196895	
0.208000	48.949502	-424.322246	303.744403	29.210543	
0.209000	48.949535	-424.440392	303.820250	29.223370	
0.210000	48.949568	-424.540838	303.884737	29.235362	
0.211000	48.949600	-424.623989	303.938123	29.246513	
0.212000	48.949631	-424.690251	303.980670	29.256816	
0.213000	48.949663	-424.740034	304.012641	29.266272	
0.214000	48.949695	-424.773756	304.034304	29.274883	
0.215000	48.949727	-424.791840	304.045931	29.282654	
0.216000	48.949759	-424.794722	304.047802	29.289592	
0.217000	48.949792	-424.782849	304.040203	29.295707	
0.218000	48.949826	-424.756685	304.023433	29.301012	
0.219000	48.949861	-424.716711	303.997800	29.305521	
0.220000	48.949897	-424.663429	303.963627	29.309250	
0.221000	48.949934	-424.597364	303.921251	29.312217	
0.222000	48.949974	-424.519069	303.871026	29.314443	
0.223000	48.950015	-424.429125	303.813326	29.315950	
0.224000	48.950058	-424.328143	303.748544	29.316760	
0.225000	48.950103	-424.216770	303.677094	29.316900	
0.226000	48.950150	-424.095688	303.599415	29.316397	
0.227000	48.950201	-423.965618	303.515969	29.315279	
0.228000	48.950253	-423.827320	303.427243	29.313579	
0.229000	48.950309	-423.681595	303.333753	29.311328	
0.230000	48.950367	-423.529286	303.236039	29.308562	
0.231000	48.950428	-423.371279	303.134669	29.305319	
0.232000	48.950492	-423.208502	303.030240	29.301639	
0.233000	48.950558	-423.041924	302.923374	29.297564	
0.234000	48.950628	-422.872557	302.814719	29.293139	
0.235000	48.950699	-422.701449	302.704949	29.288413	
0.236000	48.950773	-422.529684	302.594758	29.283438	
0.237000	48.950850	-422.358381	302.484865	29.278269	
0.238000	48.950928	-422.188687	302.376006	29.272964	
0.239000	48.951007	-422.021772	302.268932	29.267584	
0.240000	48.951088	-421.858828	302.164406	29.262193	
0.241000	48.951169	-421.701058	302.063202	29.256860	
0.242000	48.951251	-421.549672	301.966096	29.251652	
0.243000	48.951332	-421.405881	301.873863	29.246641	
0.244000	48.951413	-421.270888	301.787277	29.241897	
0.245000	48.951493	-421.145881	301.707099	29.237492	
0.246000	48.951571	-421.032025	301.634076	29.233493	
0.247000	48.951646	-420.930451	301.568935	29.229966	
0.248000	48.951719	-420.842254	301.512378	29.226973	
0.249000	48.951789	-420.768480	301.465074	29.224569	
0.250000	48.951854	-420.710119	301.427660	29.222806	
0.251000	48.951916	-420.668098	301.400731	29.221727	
0.252000	48.951973	-420.643275	301.384836	29.221368	
0.253000	48.952025	-420.636432	301.380477	29.221760	
0.254000	48.952071	-420.648267	301.388103	29.222924	
0.255000	48.952112	-420.679392	301.408106	29.224876	
0.256000	48.952147	-420.730330	301.440819	29.227624	
0.257000	48.952176	-420.801505	301.486518	29.231169	
0.258000	48.952199	-420.893249	301.545414	29.235507	
0.259000	48.952217	-421.005794	301.617656	29.240626	
0.260000	48.952228	-421.139274	301.703330	29.246508	
0.261000	48.952233	-421.293725	301.802459	29.253131	
0.262000	48.952232	-421.469086	301.915006	29.260466	
0.263000	48.952226	-421.665205	302.040870	29.268481	
0.264000	48.952214	-421.881835	302.179895	29.277139	
0.265000	48.952197	-422.118645	302.331868	29.286401	
0.266000	48.952176	-422.375218	302.496522	29.296227	
0.267000	48.952150	-422.651061	302.673541	29.306574	
0.268000	48.952120	-422.945607	302.862561	29.317403	
0.269000	48.952087	-423.258221	303.063174	29.328675	
0.270000	48.952050	-423.588206	303.274933	29.340353	
0.271000	48.952010	-423.934808	303.497356	29.352410	
0.272000	48.951968	-424.297223	303.729926	29.364822	
0.273000	48.951924	-424.674604	303.972099	29.377576	
0.274000	48.951877	-425.066061	304.223306	29.390671	
0.275000	48.951830	-425.470674	304.482955	29.404119	
0.276000	48.951781	-425.887495	304.750438	29.417943	
0.277000	48.951731	-426.315550	305.025130	29.432176	
0.278000	48.951681	-426.753851	305.306398	29.446848	
0.279000	48.951630	-427.201394	305.593598	29.461977	
0.280000	48.951580	-427.657169	305.886080	29.477553	
0.281000	48.951530	-428.120161	306.183195	29.493534	
0.282000	48.951480	-428.589355	306.484290	29.509854	
0.283000	48.951431	-429.063739	306.788717	29.526429	
0.284000	48.951383	-429.542311	307.095832	29.543178	
0.285000	48.951336	-430.024077	307.404998	29.560027	
0.286000	48.951290	-430.508060	307.715587	29.576919	
0.287000	48.951246	-430.993297	308.026983	29.593812	
0.288000	48.951203	-431.478848	308.338581	29.610680	
0.289000	48.951163	-431.963795	308.649793	29.627511	
0.290000	48.951124	-432.447245	308.960044	29.644303	
0.291000	48.951087	-432.928330	309.268779	29.661063	
0.292000	48.951052	-433.406215	309.575462	29.677799	
0.293000	48.951019	-433.880095	309.879576	29.694516	
0.294000	48.950989	-434.349196	310.180624	29.711207	
0.295000	48.950961	-434.812781	310.478134	29.727851	
0.296000	48.950935	-435.270147	310.771653	29.744418	
0.297000	48.950912	-435.720628	311.060755	29.760867	
0.298000	48.950891	-436.163593	311.345036	29.777158	
0.299000	48.950872	-436.598454	311.624116	29.793260	
0.300000	48.950856	-437.024655	311.897641	29.809152	
0.301000	48.950843	-437.441683	312.165279	29.824831	
0.302000	48.950831	-437.849061	312.426726	29.840321	
0.303000	48.950822	-438.246349	312.681699	29.855687	
0.304000	48.950816	-438.633147	312.929940	29.871062	
0.305000	48.950811	-439.009089	313.171215	29.886674	
0.306000	48.950809	-439.373846	313.405314	29.902854	
0.307000	48.950808	-439.727125	313.632047	29.919892	
0.308000	48.950810	-440.068664	313.851247	29.937774	
0.309000	48.950813	-440.398237	314.062768	29.956164	
0.310000	48.950818	-440.715644	314.266482	29.974665	
0.311000	48.950825	-441.020721	314.462284	29.992990	
0.312000	48.950833	-441.313327	314.650083	30.010967	
0.313000	48.950843	-441.593351	314.829808	30.028500	
0.314000	48.950854	-441.860706	315.001402	30.045534	
0.315000	48.950866	-442.115328	315.164826	30.062042	
0.316000	48.950879	-442.357178	315.320053	30.078008	
0.317000	48.950894	-442.586236	315.467071	30.093428	
0.318000	48.950909	-442.802501	315.605879	30.108302	
0.319000	48.950925	-443.005994	315.736490	30.122634	
0.320000	48.950942	-443.196748	315.858927	30.136430	
0.321000	48.950959	-443.374818	315.973222	30.149698	
0.322000	48.950978	-443.540270	316.079421	30.162448	
0.323000	48.950996	-443.693187	316.177575	30.174688	
0.324000	48.951016	-443.833666	316.267746	30.186430	
0.325000	48.951036	-443.961817	316.350006	30.197683	
0.326000	48.951057	-444.077763	316.424433	30.208458	
0.327000	48.951078	-444.181638	316.491114	30.218764	
0.328000	48.951100	-444.273593	316.550144	30.228611	
0.329000	48.951122	-444.353788	316.601627	30.238008	
0.330000	48.951145	-444.422397	316.645674	30.246963	
0.331000	48.951168	-444.479605	316.682406	30.255483	
0.332000	48.951192	-444.525612	316.711948	30.263576	
0.333000	48.951217	-444.560629	316.734438	30.271249	
0.334000	48.951242	-444.584882	316.750020	30.278506	
0.335000	48.951268	-444.598609	316.758846	30.285353	
0.336000	48.951295	-444.602061	316.761079	30.291794	
0.337000	48.951323	-444.595504	316.756889	30.297834	
0.338000	48.951351	-444.579217	316.746454	30.303476	
0.339000	48.951380	-444.553493	316.729962	30.308724	
0.340000	48.951409	-444.518637	316.707611	30.313581	
0.341000	48.951439	-444.474968	316.679604	30.318050	
0.342000	48.951470	-444.422819	316.646155	30.322135	
0.343000	48.951502	-444.362534	316.607484	30.325838	
0.344000	48.951534	-444.294468	316.563820	30.329165	
0.345000	48.951567	-444.218988	316.515398	30.332118	
0.346000	48.951600	-444.136469	316.462459	30.334704	
0.347000	48.951633	-444.047296	316.405249	30.336927	
0.348000	48.951667	-443.951857	316.344019	30.338792	
0.349000	48.951700	-443.850550	316.279022	30.340307	
0.350000	48.951734	-443.743773	316.210514	30.341479	
0.351000	48.951767	-443.631926	316.138752	30.342315	
0.352000	48.951801	-443.515407	316.063992	30.342823	
0.353000	48.951834	-443.394613	315.986488	30.343013	
0.354000	48.951866	-443.269933	315.906490	30.342895	
0.355000	48.951897	-443.141750	315.824242	30.342477	
0.356000	48.951928	-443.010433	315.739983	30.341771	
0.357000	48.951957	-442.876343	315.653943	30.340786	
0.358000	48.951985	-442.739819	315.566341	30.339535	
0.359000	48.952012	-442.601188	315.477384	30.338027	
0.360000	48.952037	-442.460751	315.387269	30.336273	
0.361000	48.952060	-442.318789	315.296173	30.334284	
0.362000	48.952082	-442.175558	315.204262	30.332070	
0.363000	48.952102	-442.031286	315.111681	30.329642	
0.364000	48.952119	-441.886172	315.018558	30.327008	
0.365000	48.952134	-441.740386	314.925003	30.324177	
0.366000	48.952148	-441.594064	314.831103	30.321159	
0.367000	48.952159	-441.447313	314.736925	30.317959	
0.368000	48.952167	-441.300203	314.642516	30.314585	
0.369000	48.952174	-441.152775	314.547901	30.311043	
0.370000	48.952178	-441.005032	314.453083	30.307337	
0.371000	48.952180	-440.856947	314.358043	30.303472	
0.372000	48.952179	-440.708459	314.262744	30.299450	
0.373000	48.952177	-440.559477	314.167126	30.295274	
0.374000	48.952173	-440.409878	314.071111	30.290945	
0.375000	48.952167	-440.259511	313.974603	30.286463	
0.376000	48.952159	-440.108198	313.877486	30.281827	
0.377000	48.952150	-439.955738	313.779631	30.277036	
0.378000	48.952139	-439.801904	313.680894	30.272089	
0.379000	48.952127	-439.646451	313.581117	30.266982	
0.380000	48.952114	-439.489117	313.480132	30.261712	
0.381000	48.952100	-439.329623	313.377761	30.256276	
0.382000	48.952086	-439.167679	313.273816	30.250669	
0.383000	48.952071	-439.002986	313.168107	30.244887	
0.384000	48.952056	-438.835239	313.060438	30.238926	
0.385000	48.952041	-438.664129	312.950610	30.232780	
0.386000	48.952025	-438.489345	312.838425	30.226445	
0.387000	48.952010	-438.310580	312.723684	30.219917	
0.388000	48.951996	-438.127531	312.606195	30.213190	
0.389000	48.951982	-437.939902	312.485766	30.206260	
0.390000	48.951969	-437.747407	312.362215	30.199123	
0.391000	48.951957	-437.549771	312.235365	30.191775	
0.392000	48.951945	-437.346735	312.105050	30.184213	
0.393000	48.951935	-437.138054	311.971112	30.176434	
0.394000	48.951926	-436.923502	311.833408	30.168434	
0.395000	48.951919	-436.702873	311.691803	30.160211	
0.396000	48.951912	-436.475979	311.546180	30.151764	
0.397000	48.951908	-436.242657	311.396432	30.143092	
0.398000	48.951904	-436.002767	311.242469	30.134193	
0.399000	48.951903	-435.756191	311.084216	30.125067	
0.400000	48.951903	-435.502838	310.921615	30.115714	
0.401000	48.951904	-435.242640	310.754621	30.106135	
0.402000	48.951907	-434.975557	310.583210	30.096332	
0.403000	48.951912	-434.701571	310.407370	30.086306	
0.404000	48.951919	-434.420695	310.227109	30.076059	
0.405000	48.951927	-434.132964	310.042449	30.065593	
0.406000	48.951937	-433.838439	309.853430	30.054912	
0.407000	48.951948	-433.537208	309.660108	30.044019	
0.408000	48.951961	-433.229381	309.462554	30.032918	
0.409000	48.951975	-432.915094	309.260854	30.021611	
0.410000	48.951991	-432.594505	309.055111	30.010103	
0.411000	48.952008	-432.267795	308.845441	29.998397	
0.412000	48.952026	-431.935167	308.631973	29.986497	
0.413000	48.952046	-431.596844	308.414851	29.974407	
0.414000	48.952066	-431.253068	308.194230	29.962130	
0.415000	48.952088	-430.904100	307.970277	29.949672	
0.416000	48.952111	-430.550216	307.743170	29.937035	
0.417000	48.952134	-430.191711	307.513098	29.924224	
0.418000	48.952159	-429.828891	307.280256	29.911243	
0.419000	48.952184	-429.462076	307.044852	29.898099	
0.420000	48.952210	-429.091597	306.807096	29.884795	
0.421000	48.952236	-428.717795	306.567208	29.871338	
0.422000	48.952263	-428.341019	306.325411	29.857736	
0.423000	48.952289	-427.961624	306.081934	29.843995	
0.424000	48.952316	-427.579971	305.837008	29.830123	
0.425000	48.952344	-427.196423	305.590865	29.816130	
0.426000	48.952371	-426.811346	305.343741	29.802024	
0.427000	48.952398	-426.425104	305.095870	29.787817	
0.428000	48.952425	-426.038062	304.847484	29.773518	
0.429000	48.952451	-425.650579	304.598816	29.759138	
0.430000	48.952477	-425.263013	304.350094	29.744690	
0.431000	48.952503	-424.875712	304.101542	29.730185	
0.432000	48.952528	-424.489021	303.853380	29.715635	
0.433000	48.952552	-424.103271	303.605823	29.701051	
0.434000	48.952575	-423.718787	303.359077	29.686446	
0.435000	48.952598	-423.335881	303.113344	29.671831	
0.436000	48.952620	-422.954854	302.868816	29.657217	
0.437000	48.952641	-422.575992	302.625677	29.642616	
0.438000	48.952661	-422.199568	302.384102	29.628037	
0.439000	48.952680	-421.825840	302.144257	29.613490	
0.440000	48.952697	-421.455052	301.906297	29.598985	
0.441000	48.952714	-421.087429	301.670369	29.584530	
0.442000	48.952730	-420.723182	301.436606	29.570133	
0.443000	48.952745	-420.362507	301.205135	29.555803	
0.444000	48.952758	-420.005580	300.976069	29.541545	
0.445000	48.952771	-419.652562	300.749512	29.527367	
0.446000	48.952782	-419.303599	300.525556	29.513275	
0.447000	48.952793	-418.958820	300.304284	29.499275	
0.448000	48.952802	-418.618338	300.085770	29.485373	
0.449000	48.952811	-418.282250	299.870075	29.471574	
0.450000	48.952818	-417.950641	299.657254	29.457885	
0.451000	48.952825	-417.623581	299.447352	29.444312	
0.452000	48.952831	-417.301125	299.240405	29.430860	
0.453000	48.952836	-416.983318	299.036441	29.417538	
0.454000	48.952841	-416.670193	298.835481	29.404351	
0.455000	48.952845	-416.361773	298.637540	29.391310	
0.456000	48.952848	-416.058070	298.442627	29.378424	
0.457000	48.952851	-415.759088	298.250743	29.365704	
0.458000	48.952854	-415.464826	298.061888	29.353163	
0.459000	48.952856	-415.175272	297.876055	29.340816	
0.460000	48.952858	-414.890412	297.693234	29.328681	
0.461000	48.952860	-414.610227	297.513413	29.316779	
0.462000	48.952861	-414.334693	297.336577	29.305131	
0.463000	48.952863	-414.063785	297.162710	29.293763	
0.464000	48.952864	-413.797475	296.991794	29.282701	
0.465000	48.952866	-413.535733	296.823810	29.271971	
0.466000	48.952867	-413.278532	296.658740	29.261594	
0.467000	48.952869	-413.025843	296.496566	29.251586	
0.468000	48.952871	-412.777638	296.337270	29.241955	
0.469000	48.952873	-412.533891	296.180835	29.232698	
0.470000	48.952875	-412.294579	296.027247	29.223801	
0.471000	48.952877	-412.059680	295.876491	29.215242	
0.472000	48.952880	-411.829175	295.728555	29.206994	
0.473000	48.952882	-411.603049	295.583429	29.199026	
0.474000	48.952885	-411.381286	295.441105	29.191310	
0.475000	48.952889	-411.163879	295.301576	29.183819	
0.476000	48.952892	-410.950819	295.164837	29.176531	
0.477000	48.952896	-410.742103	295.030886	29.169425	
0.478000	48.952900	-410.537728	294.899721	29.162486	
0.479000	48.952904	-410.337695	294.771343	29.155703	
0.480000	48.952908	-410.142006	294.645753	29.149067	
0.481000	48.952912	-409.950667	294.522955	29.142573	
0.482000	48.952917	-409.763682	294.402951	29.136216	
0.483000	48.952921	-409.581058	294.285746	29.129995	
0.484000	48.952926	-409.402800	294.171344	29.123913	
0.485000	48.952930	-409.228916	294.059749	29.117972	
0.486000	48.952934	-409.059410	293.950963	29.112175	
0.487000	48.952938	-408.894285	293.844989	29.106531	
0.488000	48.952943	-408.733543	293.741828	29.101045	
0.489000	48.952946	-408.577183	293.641479	29.095729	
0.490000	48.952950	-408.425199	293.543938	29.090591	
0.491000	48.952953	-408.277583	293.449201	29.085645	
0.492000	48.952957	-408.134322	293.357258	29.080902	
0.493000	48.952959	-407.995396	293.268098	29.076378	
0.494000	48.952962	-407.860781	293.181704	29.072085	
0.495000	48.952964	-407.730447	293.098058	29.068039	
0.496000	48.952965	-407.604357	293.017134	29.064255	
0.497000	48.952966	-407.482467	292.938906	29.060746	
0.498000	48.952967	-407.364724	292.863339	29.057526	
0.499000	48.952967	-407.251069	292.790396	29.054606	
0.500000	48.952966	-407.141434	292.720032	29.051995	
0.501000	48.952965	-407.035745	292.652201	29.049700	
0.502000	48.952964	-406.933916	292.586846	29.047727	
0.503000	48.952962	-406.835856	292.523910	29.046075	
0.504000	48.952959	-406.741462	292.463327	29.044744	
0.505000	48.952956	-406.650627	292.405027	29.043729	
0.506000	48.952952	-406.563232	292.348935	29.043023	
0.507000	48.952948	-406.479151	292.294969	29.042616	
0.508000	48.952944	-406.398250	292.243045	29.042496	
0.509000	48.952939	-406.320389	292.193070	29.042651	
0.510000	48.952933	-406.245417	292.144950	29.043064	
0.511000	48.952927	-406.173180	292.098585	29.043721	
0.512000	48.952921	-406.103516	292.053870	29.044605	
0.513000	48.952914	-406.036255	292.010699	29.045698	
