TIME [ps]	E_TOT [kJ/mol]	E_POT [kJ/mol]	TEMP. [K]	PRES. [kJ/mol/nm^3]
0.333000	-523.886469	-595.340439	45.858946	11.519556	
0.334000	-523.886464	-595.184095	45.758608	11.507103	
0.335000	-523.886459	-595.025251	45.656666	11.494451	
0.336000	-523.886454	-594.863989	45.553171	11.481606	
0.337000	-523.886449	-594.700388	45.448176	11.468575	
0.338000	-523.886444	-594.534530	45.341732	11.455364	
0.339000	-523.886439	-594.366498	45.233893	11.441982	
0.340000	-523.886434	-594.196376	45.124712	11.428434	
0.341000	-523.886428	-594.024248	45.014244	11.414727	
0.342000	-523.886423	-593.850200	44.902544	11.400869	
0.343000	-523.886418	-593.674319	44.789668	11.386866	
0.344000	-523.886412	-593.496692	44.675671	11.372724	
0.345000	-523.886407	-593.317408	44.560610	11.358451	
0.346000	-523.886401	-593.136555	44.444543	11.344053	
0.347000	-523.886396	-592.954225	44.327528	11.329536	
0.348000	-523.886390	-592.770508	44.209622	11.314905	
0.349000	-523.886384	-592.585495	44.090885	11.300168	
0.350000	-523.886379	-592.399279	43.971376	11.285329	
0.351000	-523.886373	-592.211953	43.851155	11.270396	
0.352000	-523.886367	-592.023610	43.730280	11.255373	
0.353000	-523.886361	-591.834345	43.608814	11.240266	
0.354000	-523.886356	-591.644251	43.486816	11.225083	
0.355000	-523.886350	-591.453425	43.364348	11.209830	
0.356000	-523.886344	-591.261960	43.241471	11.194514	
0.357000	-523.886338	-591.069954	43.118246	11.179142	
0.358000	-523.886332	-590.877503	42.994734	11.163723	
0.359000	-523.886326	-590.684701	42.870999	11.148267	
0.360000	-523.886320	-590.491647	42.747101	11.132783	
0.361000	-523.886314	-590.298436	42.623103	11.117282	
0.362000	-523.886308	-590.105165	42.499066	11.101778	
0.363000	-523.886302	-589.911931	42.375053	11.086284	
0.364000	-523.886296	-589.718831	42.251125	11.070817	
0.365000	-523.886290	-589.525959	42.127345	11.055395	
0.366000	-523.886284	-589.333413	42.003773	11.040040	
0.367000	-523.886278	-589.141289	41.880472	11.024773	
0.368000	-523.886273	-588.949681	41.757503	11.009621	
0.369000	-523.886267	-588.758685	41.634926	10.994608	
0.370000	-523.886261	-588.568396	41.512802	10.979754	
0.371000	-523.886255	-588.378906	41.391192	10.965074	
0.372000	-523.886249	-588.190309	41.270155	10.950571	
0.373000	-523.886244	-588.002699	41.149750	10.936239	
0.374000	-523.886238	-587.816165	41.030037	10.922063	
0.375000	-523.886232	-587.630800	40.911074	10.908023	
0.376000	-523.886227	-587.446692	40.792918	10.894098	
0.377000	-523.886221	-587.263930	40.675625	10.880269	
0.378000	-523.886216	-587.082603	40.559253	10.866519	
0.379000	-523.886211	-586.902796	40.443857	10.852835	
0.380000	-523.886206	-586.724594	40.329491	10.839207	
0.381000	-523.886200	-586.548081	40.216209	10.825628	
0.382000	-523.886195	-586.373339	40.104063	10.812094	
0.383000	-523.886190	-586.200449	39.993106	10.798602	
0.384000	-523.886186	-586.029490	39.883389	10.785151	
0.385000	-523.886181	-585.860540	39.774960	10.771744	
0.386000	-523.886176	-585.693674	39.667868	10.758382	
0.387000	-523.886172	-585.528966	39.562162	10.745068	
0.388000	-523.886167	-585.366487	39.457887	10.731809	
0.389000	-523.886163	-585.206309	39.355088	10.718608	
0.390000	-523.886159	-585.048499	39.253808	10.705474	
0.391000	-523.886155	-584.893123	39.154091	10.692413	
0.392000	-523.886151	-584.740244	39.055976	10.679433	
0.393000	-523.886147	-584.589925	38.959504	10.666544	
0.394000	-523.886144	-584.442224	38.864713	10.653755	
0.395000	-523.886140	-584.297199	38.771638	10.641077	
0.396000	-523.886137	-584.154903	38.680315	10.628522	
0.397000	-523.886134	-584.015390	38.590778	10.616099	
0.398000	-523.886131	-583.878708	38.503058	10.603823	
0.399000	-523.886128	-583.744905	38.417185	10.591705	
0.400000	-523.886125	-583.614025	38.333189	10.579759	
0.401000	-523.886123	-583.486110	38.251095	10.567997	
0.402000	-523.886121	-583.361199	38.170929	10.556433	
0.403000	-523.886118	-583.239328	38.092714	10.545079	
0.404000	-523.886116	-583.120532	38.016472	10.533947	
0.405000	-523.886115	-583.004841	37.942223	10.523050	
0.406000	-523.886113	-582.892283	37.869985	10.512397	
0.407000	-523.886112	-582.782884	37.799774	10.501999	
0.408000	-523.886110	-582.676666	37.731604	10.491863	
0.409000	-523.886109	-582.573649	37.665489	10.481997	
0.410000	-523.886108	-582.473849	37.601438	10.472409	
0.411000	-523.886107	-582.377281	37.539461	10.463103	
0.412000	-523.886107	-582.283956	37.479566	10.454086	
0.413000	-523.886107	-582.193881	37.421757	10.445363	
0.414000	-523.886106	-582.107063	37.366037	10.436938	
0.415000	-523.886106	-582.023503	37.312409	10.428816	
0.416000	-523.886106	-581.943202	37.260872	10.421003	
0.417000	-523.886107	-581.866156	37.211424	10.413502	
0.418000	-523.886107	-581.792360	37.164061	10.406319	
0.419000	-523.886108	-581.721804	37.118778	10.399458	
0.420000	-523.886109	-581.654478	37.075568	10.392922	
0.421000	-523.886110	-581.590366	37.034421	10.386717	
0.422000	-523.886111	-581.529454	36.995326	10.380846	
0.423000	-523.886112	-581.471720	36.958272	10.375313	
0.424000	-523.886114	-581.417143	36.923244	10.370121	
0.425000	-523.886115	-581.365700	36.890227	10.365272	
0.426000	-523.886117	-581.317362	36.859202	10.360770	
0.427000	-523.886119	-581.272100	36.830153	10.356614	
0.428000	-523.886121	-581.229883	36.803057	10.352807	
0.429000	-523.886123	-581.190678	36.777893	10.349349	
0.430000	-523.886125	-581.154447	36.754639	10.346239	
0.431000	-523.886128	-581.121153	36.733269	10.343475	
0.432000	-523.886130	-581.090755	36.713758	10.341056	
0.433000	-523.886133	-581.063211	36.696079	10.338978	
0.434000	-523.886136	-581.038477	36.680203	10.337239	
0.435000	-523.886139	-581.016508	36.666101	10.335832	
0.436000	-523.886142	-580.997254	36.653743	10.334753	
0.437000	-523.886145	-580.980668	36.643096	10.333996	
0.438000	-523.886148	-580.966699	36.634128	10.333554	
0.439000	-523.886151	-580.955294	36.626806	10.333419	
0.440000	-523.886154	-580.946399	36.621096	10.333582	
0.441000	-523.886158	-580.939961	36.616961	10.334037	
0.442000	-523.886161	-580.935923	36.614368	10.334772	
0.443000	-523.886165	-580.934228	36.613278	10.335780	
0.444000	-523.886168	-580.934819	36.613654	10.337049	
0.445000	-523.886172	-580.937636	36.615460	10.338570	
0.446000	-523.886176	-580.942621	36.618657	10.340333	
0.447000	-523.886179	-580.949713	36.623207	10.342326	
0.448000	-523.886183	-580.958853	36.629070	10.344539	
0.449000	-523.886186	-580.969978	36.636208	10.346960	
0.450000	-523.886190	-580.983029	36.644582	10.349580	
0.451000	-523.886194	-580.997943	36.654151	10.352386	
0.452000	-523.886198	-581.014659	36.664877	10.355369	
0.453000	-523.886201	-581.033116	36.676720	10.358516	
0.454000	-523.886205	-581.053252	36.689641	10.361818	
0.455000	-523.886208	-581.075005	36.703600	10.365262	
0.456000	-523.886212	-581.098316	36.718559	10.368839	
0.457000	-523.886216	-581.123124	36.734478	10.372538	
0.458000	-523.886219	-581.149368	36.751319	10.376348	
0.459000	-523.886223	-581.176989	36.769044	10.380259	
0.460000	-523.886226	-581.205928	36.787614	10.384259	
0.461000	-523.886229	-581.236127	36.806994	10.388340	
0.462000	-523.886233	-581.267528	36.827145	10.392490	
0.463000	-523.886236	-581.300076	36.848032	10.396699	
0.464000	-523.886239	-581.333715	36.869620	10.400958	
0.465000	-523.886242	-581.368390	36.891872	10.405257	
0.466000	-523.886245	-581.404048	36.914755	10.409586	
0.467000	-523.886248	-581.440636	36.938235	10.413935	
0.468000	-523.886251	-581.478103	36.962280	10.418296	
0.469000	-523.886254	-581.516401	36.986857	10.422661	
0.470000	-523.886256	-581.555479	37.011936	10.427020	
0.471000	-523.886259	-581.595291	37.037485	10.431368	
0.472000	-523.886261	-581.635791	37.063477	10.435695	
0.473000	-523.886264	-581.676934	37.089881	10.439997	
0.474000	-523.886266	-581.718678	37.116670	10.444267	
0.475000	-523.886268	-581.760980	37.143819	10.448500	
0.476000	-523.886270	-581.803802	37.171300	10.452692	
0.477000	-523.886272	-581.847103	37.199089	10.456838	
0.478000	-523.886274	-581.890846	37.227162	10.460935	
0.479000	-523.886276	-581.934997	37.255497	10.464981	
0.480000	-523.886278	-581.979521	37.284071	10.468973	
0.481000	-523.886279	-582.024385	37.312863	10.472909	
0.482000	-523.886281	-582.069557	37.341854	10.476790	
0.483000	-523.886282	-582.115009	37.371024	10.480614	
0.484000	-523.886283	-582.160712	37.400355	10.484381	
0.485000	-523.886285	-582.206638	37.429830	10.488092	
0.486000	-523.886286	-582.252763	37.459432	10.491749	
0.487000	-523.886287	-582.299062	37.489146	10.495353	
0.488000	-523.886288	-582.345513	37.518957	10.498907	
0.489000	-523.886288	-582.392093	37.548852	10.502415	
0.490000	-523.886289	-582.438783	37.578816	10.505880	
0.491000	-523.886290	-582.485563	37.608840	10.509309	
0.492000	-523.886291	-582.532416	37.638909	10.512707	
0.493000	-523.886291	-582.579325	37.669015	10.516082	
0.494000	-523.886292	-582.626273	37.699146	10.519444	
0.495000	-523.886292	-582.673248	37.729294	10.522801	
