TIME [ps]	E_TOT [kJ/mol]	E_POT [kJ/mol]	TEMP. [K]	PRES. [kJ/mol/nm^3]
0.106000	-669.293208	-670.362065	0.685990	1.488289	
0.107000	-669.293208	-670.380901	0.698078	1.501502	
0.108000	-669.293208	-670.399867	0.710250	1.514695	
0.109000	-669.293208	-670.418962	0.722505	1.527866	
0.110000	-669.293208	-670.438184	0.734842	1.541015	
0.111000	-669.293208	-670.457533	0.747260	1.554143	
0.112000	-669.293208	-670.477007	0.759758	1.567248	
0.113000	-669.293208	-670.496605	0.772336	1.580331	
0.114000	-669.293208	-670.516326	0.784993	1.593391	
0.115000	-669.293209	-670.536168	0.797728	1.606429	
0.116000	-669.293209	-670.556131	0.810540	1.619444	
0.117000	-669.293209	-670.576213	0.823428	1.632436	
0.118000	-669.293209	-670.596412	0.836392	1.645404	
0.119000	-669.293209	-670.616728	0.849431	1.658349	
0.120000	-669.293209	-670.637160	0.862544	1.671271	
0.121000	-669.293209	-670.657705	0.875729	1.684168	
0.122000	-669.293209	-670.678362	0.888987	1.697042	
0.123000	-669.293209	-670.699132	0.902317	1.709891	
0.124000	-669.293209	-670.720011	0.915717	1.722716	
0.125000	-669.293209	-670.740998	0.929187	1.735516	
0.126000	-669.293209	-670.762094	0.942725	1.748291	
0.127000	-669.293210	-670.783295	0.956332	1.761041	
0.128000	-669.293210	-670.804601	0.970006	1.773766	
0.129000	-669.293210	-670.826010	0.983747	1.786466	
0.130000	-669.293210	-670.847521	0.997552	1.799139	
0.131000	-669.293210	-670.869133	1.011423	1.811787	
0.132000	-669.293210	-670.890844	1.025357	1.824409	
0.133000	-669.293210	-670.912653	1.039354	1.837005	
0.134000	-669.293210	-670.934559	1.053413	1.849575	
0.135000	-669.293210	-670.956560	1.067533	1.862118	
0.136000	-669.293210	-670.978655	1.081713	1.874634	
0.137000	-669.293210	-671.000842	1.095953	1.887123	
0.138000	-669.293210	-671.023120	1.110251	1.899584	
0.139000	-669.293211	-671.045487	1.124606	1.912019	
0.140000	-669.293211	-671.067943	1.139018	1.924426	
0.141000	-669.293211	-671.090485	1.153486	1.936805	
0.142000	-669.293211	-671.113113	1.168008	1.949156	
0.143000	-669.293211	-671.135825	1.182584	1.961479	
0.144000	-669.293211	-671.158619	1.197213	1.973774	
0.145000	-669.293211	-671.181494	1.211895	1.986040	
0.146000	-669.293211	-671.204449	1.226627	1.998278	
0.147000	-669.293211	-671.227482	1.241409	2.010486	
0.148000	-669.293211	-671.250592	1.256241	2.022666	
0.149000	-669.293211	-671.273777	1.271121	2.034816	
0.150000	-669.293212	-671.297035	1.286048	2.046937	
0.151000	-669.293212	-671.320366	1.301022	2.059028	
0.152000	-669.293212	-671.343768	1.316041	2.071089	
0.153000	-669.293212	-671.367239	1.331105	2.083120	
0.154000	-669.293212	-671.390778	1.346212	2.095121	
0.155000	-669.293212	-671.414383	1.361362	2.107091	
0.156000	-669.293212	-671.438054	1.376553	2.119031	
0.157000	-669.293212	-671.461787	1.391785	2.130940	
0.158000	-669.293212	-671.485583	1.407057	2.142818	
0.159000	-669.293212	-671.509439	1.422368	2.154664	
0.160000	-669.293213	-671.533354	1.437716	2.166480	
0.161000	-669.293213	-671.557326	1.453101	2.178263	
0.162000	-669.293213	-671.581355	1.468523	2.190015	
0.163000	-669.293213	-671.605437	1.483979	2.201736	
0.164000	-669.293213	-671.629573	1.499469	2.213424	
0.165000	-669.293213	-671.653760	1.514992	2.225079	
0.166000	-669.293213	-671.677996	1.530547	2.236702	
0.167000	-669.293213	-671.702281	1.546133	2.248293	
0.168000	-669.293213	-671.726613	1.561749	2.259850	
0.169000	-669.293213	-671.750990	1.577394	2.271375	
0.170000	-669.293213	-671.775411	1.593067	2.282866	
0.171000	-669.293214	-671.799874	1.608767	2.294324	
0.172000	-669.293214	-671.824377	1.624493	2.305748	
0.173000	-669.293214	-671.848920	1.640245	2.317138	
0.174000	-669.293214	-671.873500	1.656020	2.328495	
0.175000	-669.293214	-671.898116	1.671818	2.339817	
0.176000	-669.293214	-671.922767	1.687639	2.351105	
0.177000	-669.293214	-671.947450	1.703481	2.362358	
0.178000	-669.293214	-671.972165	1.719343	2.373577	
0.179000	-669.293214	-671.996910	1.735224	2.384760	
0.180000	-669.293214	-672.021683	1.751123	2.395909	
0.181000	-669.293215	-672.046483	1.767039	2.407022	
0.182000	-669.293215	-672.071308	1.782972	2.418100	
0.183000	-669.293215	-672.096156	1.798920	2.429142	
0.184000	-669.293215	-672.121027	1.814881	2.440149	
0.185000	-669.293215	-672.145918	1.830856	2.451119	
0.186000	-669.293215	-672.170828	1.846843	2.462053	
0.187000	-669.293215	-672.195755	1.862842	2.472951	
0.188000	-669.293215	-672.220698	1.878850	2.483813	
0.189000	-669.293215	-672.245656	1.894867	2.494638	
0.190000	-669.293215	-672.270626	1.910893	2.505425	
0.191000	-669.293216	-672.295607	1.926926	2.516176	
0.192000	-669.293216	-672.320598	1.942965	2.526890	
0.193000	-669.293216	-672.345597	1.959009	2.537566	
0.194000	-669.293216	-672.370602	1.975057	2.548205	
0.195000	-669.293216	-672.395612	1.991109	2.558805	
0.196000	-669.293216	-672.420626	2.007162	2.569368	
0.197000	-669.293216	-672.445641	2.023217	2.579893	
0.198000	-669.293216	-672.470656	2.039272	2.590380	
0.199000	-669.293216	-672.495671	2.055326	2.600828	
0.200000	-669.293216	-672.520682	2.071378	2.611237	
0.201000	-669.293217	-672.545689	2.087427	2.621608	
0.202000	-669.293217	-672.570690	2.103472	2.631939	
0.203000	-669.293217	-672.595683	2.119513	2.642232	
0.204000	-669.293217	-672.620667	2.135548	2.652485	
0.205000	-669.293217	-672.645640	2.151575	2.662699	
0.206000	-669.293217	-672.670602	2.167595	2.672873	
0.207000	-669.293217	-672.695549	2.183607	2.683008	
0.208000	-669.293217	-672.720482	2.199608	2.693102	
0.209000	-669.293217	-672.745397	2.215599	2.703156	
0.210000	-669.293217	-672.770294	2.231577	2.713170	
0.211000	-669.293218	-672.795171	2.247543	2.723143	
0.212000	-669.293218	-672.820027	2.263496	2.733076	
0.213000	-669.293218	-672.844859	2.279433	2.742968	
0.214000	-669.293218	-672.869668	2.295355	2.752819	
0.215000	-669.293218	-672.894450	2.311260	2.762629	
0.216000	-669.293218	-672.919204	2.327147	2.772398	
0.217000	-669.293218	-672.943930	2.343016	2.782125	
0.218000	-669.293218	-672.968624	2.358865	2.791810	
0.219000	-669.293218	-672.993287	2.374693	2.801454	
0.220000	-669.293218	-673.017916	2.390500	2.811056	
0.221000	-669.293219	-673.042510	2.406284	2.820615	
0.222000	-669.293219	-673.067067	2.422045	2.830133	
0.223000	-669.293219	-673.091586	2.437781	2.839608	
0.224000	-669.293219	-673.116065	2.453492	2.849040	
0.225000	-669.293219	-673.140504	2.469176	2.858430	
0.226000	-669.293219	-673.164899	2.484833	2.867777	
0.227000	-669.293219	-673.189251	2.500461	2.877081	
0.228000	-669.293219	-673.213556	2.516061	2.886341	
0.229000	-669.293219	-673.237815	2.531630	2.895559	
0.230000	-669.293219	-673.262025	2.547168	2.904732	
0.231000	-669.293220	-673.286185	2.562673	2.913863	
0.232000	-669.293220	-673.310293	2.578146	2.922949	
0.233000	-669.293220	-673.334349	2.593585	2.931991	
0.234000	-669.293220	-673.358350	2.608988	2.940990	
0.235000	-669.293220	-673.382295	2.624356	2.949944	
0.236000	-669.293220	-673.406182	2.639687	2.958853	
0.237000	-669.293220	-673.430011	2.654980	2.967719	
0.238000	-669.293220	-673.453780	2.670235	2.976539	
0.239000	-669.293220	-673.477487	2.685450	2.985315	
0.240000	-669.293220	-673.501131	2.700624	2.994045	
0.241000	-669.293220	-673.524710	2.715758	3.002731	
0.242000	-669.293221	-673.548224	2.730848	3.011371	
0.243000	-669.293221	-673.571670	2.745896	3.019966	
0.244000	-669.293221	-673.595047	2.760899	3.028516	
0.245000	-669.293221	-673.618354	2.775858	3.037019	
0.246000	-669.293221	-673.641590	2.790770	3.045477	
0.247000	-669.293221	-673.664753	2.805636	3.053889	
0.248000	-669.293221	-673.687841	2.820454	3.062255	
0.249000	-669.293221	-673.710854	2.835223	3.070575	
0.250000	-669.293221	-673.733789	2.849943	3.078848	
0.251000	-669.293221	-673.756646	2.864613	3.087075	
0.252000	-669.293221	-673.779424	2.879231	3.095255	
0.253000	-669.293222	-673.802120	2.893798	3.103388	
0.254000	-669.293222	-673.824734	2.908311	3.111475	
0.255000	-669.293222	-673.847264	2.922771	3.119514	
0.256000	-669.293222	-673.869709	2.937176	3.127507	
0.257000	-669.293222	-673.892067	2.951525	3.135452	
0.258000	-669.293222	-673.914338	2.965818	3.143349	
0.259000	-669.293222	-673.936519	2.980054	3.151199	
0.260000	-669.293222	-673.958610	2.994232	3.159002	
0.261000	-669.293222	-673.980610	3.008351	3.166757	
0.262000	-669.293222	-674.002516	3.022411	3.174463	
0.263000	-669.293222	-674.024328	3.036410	3.182122	
0.264000	-669.293223	-674.046045	3.050347	3.189733	
0.265000	-669.293223	-674.067665	3.064223	3.197295	
0.266000	-669.293223	-674.089187	3.078036	3.204809	
0.267000	-669.293223	-674.110609	3.091784	3.212275	
0.268000	-669.293223	-674.131931	3.105469	3.219691	
0.269000	-669.293223	-674.153152	3.119088	3.227060	
0.270000	-669.293223	-674.174269	3.132641	3.234379	
0.271000	-669.293223	-674.195282	3.146127	3.241649	
0.272000	-669.293223	-674.216189	3.159545	3.248870	
0.273000	-669.293223	-674.236990	3.172895	3.256042	
0.274000	-669.293223	-674.257684	3.186176	3.263165	
0.275000	-669.293223	-674.278268	3.199387	3.270239	
0.276000	-669.293224	-674.298742	3.212527	3.277262	
0.277000	-669.293224	-674.319104	3.225595	3.284237	
0.278000	-669.293224	-674.339354	3.238592	3.291161	
0.279000	-669.293224	-674.359491	3.251515	3.298036	
0.280000	-669.293224	-674.379513	3.264365	3.304860	
0.281000	-669.293224	-674.399418	3.277140	3.311635	
0.282000	-669.293224	-674.419207	3.289841	3.318360	
0.283000	-669.293224	-674.438877	3.302465	3.325034	
0.284000	-669.293224	-674.458429	3.315013	3.331658	
0.285000	-669.293224	-674.477860	3.327484	3.338231	
0.286000	-669.293224	-674.497169	3.339876	3.344754	
0.287000	-669.293224	-674.516356	3.352190	3.351227	
0.288000	-669.293224	-674.535419	3.364425	3.357648	
0.289000	-669.293224	-674.554358	3.376580	3.364019	
0.290000	-669.293225	-674.573170	3.388654	3.370339	
0.291000	-669.293225	-674.591856	3.400646	3.376608	
0.292000	-669.293225	-674.610415	3.412557	3.382826	
0.293000	-669.293225	-674.628844	3.424385	3.388993	
0.294000	-669.293225	-674.647144	3.436129	3.395108	
0.295000	-669.293225	-674.665312	3.447790	3.401172	
0.296000	-669.293225	-674.683349	3.459366	3.407185	
0.297000	-669.293225	-674.701253	3.470856	3.413146	
0.298000	-669.293225	-674.719023	3.482261	3.419055	
0.299000	-669.293225	-674.736659	3.493580	3.424913	
0.300000	-669.293225	-674.754158	3.504811	3.430719	
0.301000	-669.293225	-674.771521	3.515954	3.436473	
0.302000	-669.293225	-674.788747	3.527009	3.442176	
0.303000	-669.293225	-674.805834	3.537976	3.447826	
0.304000	-669.293226	-674.822781	3.548852	3.453424	
0.305000	-669.293226	-674.839588	3.559639	3.458970	
0.306000	-669.293226	-674.856254	3.570335	3.464464	
0.307000	-669.293226	-674.872777	3.580940	3.469905	
0.308000	-669.293226	-674.889158	3.591453	3.475295	
0.309000	-669.293226	-674.905394	3.601873	3.480631	
0.310000	-669.293226	-674.921486	3.612201	3.485916	
0.311000	-669.293226	-674.937432	3.622435	3.491147	
0.312000	-669.293226	-674.953232	3.632575	3.496326	
0.313000	-669.293226	-674.968885	3.642621	3.501453	
0.314000	-669.293226	-674.984389	3.652571	3.506526	
0.315000	-669.293226	-674.999744	3.662427	3.511547	
0.316000	-669.293226	-675.014950	3.672185	3.516515	
0.317000	-669.293226	-675.030005	3.681848	3.521430	
0.318000	-669.293226	-675.044909	3.691413	3.526292	
0.319000	-669.293226	-675.059661	3.700881	3.531101	
0.320000	-669.293226	-675.074260	3.710250	3.535857	
0.321000	-669.293226	-675.088706	3.719522	3.540559	
0.322000	-669.293227	-675.102997	3.728694	3.545209	
0.323000	-669.293227	-675.117134	3.737766	3.549805	
0.324000	-669.293227	-675.131114	3.746739	3.554347	
0.325000	-669.293227	-675.144938	3.755611	3.558837	
0.326000	-669.293227	-675.158605	3.764382	3.563273	
0.327000	-669.293227	-675.172114	3.773053	3.567655	
0.328000	-669.293227	-675.185465	3.781621	3.571984	
0.329000	-669.293227	-675.198657	3.790087	3.576260	
0.330000	-669.293227	-675.211688	3.798451	3.580482	
0.331000	-669.293227	-675.224560	3.806712	3.584650	
0.332000	-669.293227	-675.237270	3.814869	3.588764	
0.333000	-669.293227	-675.249818	3.822923	3.592825	
0.334000	-669.293227	-675.262205	3.830872	3.596832	
0.335000	-669.293227	-675.274428	3.838717	3.600785	
0.336000	-669.293227	-675.286488	3.846457	3.604685	
0.337000	-669.293227	-675.298384	3.854091	3.608530	
0.338000	-669.293227	-675.310115	3.861620	3.612322	
0.339000	-669.293227	-675.321680	3.869043	3.616059	
0.340000	-669.293227	-675.333081	3.876360	3.619743	
0.341000	-669.293227	-675.344314	3.883570	3.623373	
0.342000	-669.293227	-675.355381	3.890672	3.626948	
0.343000	-669.293228	-675.366281	3.897668	3.630470	
0.344000	-669.293228	-675.377013	3.904555	3.633937	
0.345000	-669.293228	-675.387576	3.911335	3.637350	
0.346000	-669.293228	-675.397971	3.918006	3.640709	
0.347000	-669.293228	-675.408196	3.924569	3.644014	
0.348000	-669.293228	-675.418252	3.931022	3.647265	
0.349000	-669.293228	-675.428137	3.937366	3.650462	
0.350000	-669.293228	-675.437852	3.943601	3.653604	
0.351000	-669.293228	-675.447395	3.949726	3.656692	
0.352000	-669.293228	-675.456767	3.955741	3.659726	
0.353000	-669.293228	-675.465967	3.961646	3.662705	
0.354000	-669.293228	-675.474995	3.967440	3.665630	
0.355000	-669.293228	-675.483850	3.973123	3.668501	
0.356000	-669.293228	-675.492532	3.978695	3.671318	
0.357000	-669.293228	-675.501040	3.984155	3.674080	
0.358000	-669.293228	-675.509375	3.989505	3.676788	
0.359000	-669.293228	-675.517535	3.994742	3.679441	
0.360000	-669.293228	-675.525521	3.999867	3.682040	
0.361000	-669.293228	-675.533332	4.004880	3.684584	
0.362000	-669.293228	-675.540968	4.009781	3.687075	
0.363000	-669.293228	-675.548428	4.014569	3.689510	
0.364000	-669.293228	-675.555713	4.019244	3.691892	
0.365000	-669.293228	-675.562821	4.023806	3.694219	
0.366000	-669.293228	-675.569754	4.028255	3.696491	
0.367000	-669.293228	-675.576509	4.032591	3.698709	
0.368000	-669.293228	-675.583088	4.036813	3.700873	
0.369000	-669.293228	-675.589490	4.040922	3.702982	
0.370000	-669.293228	-675.595714	4.044917	3.705037	
0.371000	-669.293228	-675.601761	4.048797	3.707037	
0.372000	-669.293228	-675.607630	4.052564	3.708983	
0.373000	-669.293228	-675.613321	4.056216	3.710874	
0.374000	-669.293228	-675.618834	4.059755	3.712711	
0.375000	-669.293228	-675.624168	4.063178	3.714494	
0.376000	-669.293228	-675.629324	4.066487	3.716222	
0.377000	-669.293228	-675.634302	4.069682	3.717896	
0.378000	-669.293228	-675.639100	4.072762	3.719515	
0.379000	-669.293228	-675.643720	4.075726	3.721080	
0.380000	-669.293229	-675.648160	4.078576	3.722591	
0.381000	-669.293229	-675.652422	4.081311	3.724047	
0.382000	-669.293229	-675.656504	4.083931	3.725449	
0.383000	-669.293229	-675.660406	4.086436	3.726796	
0.384000	-669.293229	-675.664129	4.088825	3.728090	
0.385000	-669.293229	-675.667673	4.091099	3.729328	
0.386000	-669.293229	-675.671037	4.093258	3.730513	
0.387000	-669.293229	-675.674221	4.095302	3.731643	
0.388000	-669.293229	-675.677226	4.097230	3.732719	
0.389000	-669.293229	-675.680050	4.099043	3.733741	
0.390000	-669.293229	-675.682695	4.100741	3.734708	
0.391000	-669.293229	-675.685161	4.102323	3.735622	
0.392000	-669.293229	-675.687446	4.103790	3.736481	
0.393000	-669.293229	-675.689552	4.105141	3.737285	
0.394000	-669.293229	-675.691477	4.106377	3.738036	
0.395000	-669.293229	-675.693223	4.107498	3.738733	
0.396000	-669.293229	-675.694790	4.108503	3.739375	
0.397000	-669.293229	-675.696177	4.109393	3.739963	
0.398000	-669.293229	-675.697384	4.110168	3.740498	
0.399000	-669.293229	-675.698411	4.110827	3.740978	
0.400000	-669.293229	-675.699260	4.111372	3.741404	
0.401000	-669.293229	-675.699929	4.111801	3.741776	
0.402000	-669.293229	-675.700418	4.112115	3.742095	
0.403000	-669.293229	-675.700729	4.112315	3.742359	
0.404000	-669.293229	-675.700860	4.112399	3.742570	
0.405000	-669.293229	-675.700813	4.112369	3.742726	
0.406000	-669.293229	-675.700587	4.112224	3.742829	
0.407000	-669.293229	-675.700182	4.111964	3.742878	
0.408000	-669.293229	-675.699600	4.111590	3.742873	
0.409000	-669.293229	-675.698838	4.111101	3.742814	
0.410000	-669.293229	-675.697899	4.110499	3.742702	
0.411000	-669.293229	-675.696782	4.109782	3.742536	
0.412000	-669.293229	-675.695488	4.108951	3.742317	
0.413000	-669.293229	-675.694016	4.108006	3.742044	
0.414000	-669.293229	-675.692367	4.106948	3.741717	
0.415000	-669.293229	-675.690541	4.105776	3.741337	
0.416000	-669.293229	-675.688539	4.104491	3.740903	
0.417000	-669.293229	-675.686360	4.103093	3.740416	
0.418000	-669.293229	-675.684005	4.101581	3.739875	
0.419000	-669.293229	-675.681474	4.099957	3.739281	
0.420000	-669.293229	-675.678768	4.098220	3.738634	
0.421000	-669.293229	-675.675886	4.096371	3.737933	
0.422000	-669.293229	-675.672830	4.094409	3.737180	
0.423000	-669.293229	-675.669599	4.092336	3.736373	
0.424000	-669.293229	-675.666194	4.090150	3.735513	
0.425000	-669.293229	-675.662615	4.087853	3.734600	
0.426000	-669.293229	-675.658862	4.085445	3.733633	
0.427000	-669.293229	-675.654937	4.082926	3.732614	
0.428000	-669.293228	-675.650839	4.080295	3.731542	
0.429000	-669.293228	-675.646568	4.077555	3.730417	
0.430000	-669.293228	-675.642126	4.074704	3.729239	
0.431000	-669.293228	-675.637512	4.071742	3.728008	
0.432000	-669.293228	-675.632727	4.068672	3.726725	
0.433000	-669.293228	-675.627772	4.065491	3.725389	
0.434000	-669.293228	-675.622646	4.062202	3.724000	
0.435000	-669.293228	-675.617351	4.058803	3.722559	
0.436000	-669.293228	-675.611886	4.055296	3.721065	
0.437000	-669.293228	-675.606253	4.051681	3.719519	
0.438000	-669.293228	-675.600452	4.047957	3.717920	
0.439000	-669.293228	-675.594483	4.044127	3.716269	
0.440000	-669.293228	-675.588347	4.040188	3.714565	
0.441000	-669.293228	-675.582044	4.036143	3.712810	
0.442000	-669.293228	-675.575575	4.031992	3.711002	
0.443000	-669.293228	-675.568941	4.027734	3.709142	
0.444000	-669.293228	-675.562141	4.023370	3.707230	
0.445000	-669.293228	-675.555178	4.018901	3.705266	
0.446000	-669.293228	-675.548050	4.014326	3.703250	
0.447000	-669.293228	-675.540760	4.009647	3.701182	
0.448000	-669.293228	-675.533307	4.004864	3.699063	
0.449000	-669.293228	-675.525692	3.999977	3.696892	
0.450000	-669.293228	-675.517916	3.994986	3.694669	
0.451000	-669.293228	-675.509979	3.989892	3.692394	
0.452000	-669.293228	-675.501882	3.984696	3.690068	
0.453000	-669.293228	-675.493626	3.979397	3.687691	
0.454000	-669.293228	-675.485211	3.973997	3.685262	
0.455000	-669.293228	-675.476639	3.968495	3.682782	
0.456000	-669.293228	-675.467909	3.962892	3.680250	
0.457000	-669.293228	-675.459023	3.957189	3.677668	
0.458000	-669.293228	-675.449981	3.951386	3.675034	
0.459000	-669.293228	-675.440785	3.945484	3.672349	
0.460000	-669.293228	-675.431434	3.939482	3.669614	
0.461000	-669.293228	-675.421929	3.933383	3.666827	
0.462000	-669.293227	-675.412273	3.927185	3.663990	
0.463000	-669.293227	-675.402464	3.920890	3.661102	
0.464000	-669.293227	-675.392504	3.914498	3.658164	
0.465000	-669.293227	-675.382394	3.908009	3.655175	
0.466000	-669.293227	-675.372135	3.901425	3.652135	
0.467000	-669.293227	-675.361727	3.894745	3.649046	
0.468000	-669.293227	-675.351172	3.887971	3.645906	
0.469000	-669.293227	-675.340469	3.881102	3.642715	
0.470000	-669.293227	-675.329621	3.874140	3.639475	
0.471000	-669.293227	-675.318628	3.867084	3.636185	
0.472000	-669.293227	-675.307491	3.859937	3.632845	
0.473000	-669.293227	-675.296210	3.852697	3.629455	
0.474000	-669.293227	-675.284788	3.845366	3.626015	
0.475000	-669.293227	-675.273224	3.837944	3.622526	
0.476000	-669.293227	-675.261519	3.830432	3.618987	
0.477000	-669.293227	-675.249676	3.822831	3.615399	
0.478000	-669.293227	-675.237694	3.815141	3.611761	
0.479000	-669.293227	-675.225574	3.807363	3.608074	
0.480000	-669.293227	-675.213318	3.799497	3.604338	
0.481000	-669.293227	-675.200927	3.791544	3.600553	
0.482000	-669.293227	-675.188401	3.783506	3.596719	
0.483000	-669.293226	-675.175742	3.775381	3.592837	
0.484000	-669.293226	-675.162951	3.767172	3.588905	
0.485000	-669.293226	-675.150028	3.758878	3.584926	
0.486000	-669.293226	-675.136976	3.750501	3.580897	
0.487000	-669.293226	-675.123794	3.742041	3.576820	
0.488000	-669.293226	-675.110485	3.733499	3.572695	
0.489000	-669.293226	-675.097048	3.724876	3.568522	
0.490000	-669.293226	-675.083486	3.716172	3.564301	
0.491000	-669.293226	-675.069800	3.707388	3.560032	
0.492000	-669.293226	-675.055989	3.698525	3.555715	
0.493000	-669.293226	-675.042057	3.689583	3.551351	
0.494000	-669.293226	-675.028004	3.680564	3.546939	
0.495000	-669.293226	-675.013830	3.671467	3.542479	
