TIME [ps]	E_TOT [kJ/mol]	E_POT [kJ/mol]	TEMP. [K]	PRES. [kJ/mol/nm^3]
0.496000	-669.293226	-674.999538	3.662295	3.537972	
0.497000	-669.293226	-674.985129	3.653047	3.533418	
0.498000	-669.293225	-674.970603	3.643724	3.528817	
0.499000	-669.293225	-674.955962	3.634328	3.524170	
0.500000	-669.293225	-674.941208	3.624858	3.519475	
0.501000	-669.293225	-674.926340	3.615317	3.514734	
0.502000	-669.293225	-674.911362	3.605704	3.509946	
0.503000	-669.293225	-674.896273	3.596020	3.505112	
0.504000	-669.293225	-674.881076	3.586266	3.500232	
0.505000	-669.293225	-674.865772	3.576444	3.495305	
0.506000	-669.293225	-674.850361	3.566553	3.490333	
0.507000	-669.293225	-674.834845	3.556596	3.485315	
0.508000	-669.293225	-674.819226	3.546571	3.480251	
0.509000	-669.293225	-674.803505	3.536482	3.475142	
0.510000	-669.293225	-674.787683	3.526327	3.469988	
0.511000	-669.293225	-674.771762	3.516109	3.464788	
0.512000	-669.293224	-674.755742	3.505828	3.459543	
0.513000	-669.293224	-674.739626	3.495484	3.454254	
0.514000	-669.293224	-674.723415	3.485080	3.448919	
0.515000	-669.293224	-674.707109	3.474616	3.443541	
0.516000	-669.293224	-674.690712	3.464092	3.438117	
0.517000	-669.293224	-674.674223	3.453509	3.432650	
0.518000	-669.293224	-674.657645	3.442869	3.427138	
0.519000	-669.293224	-674.640979	3.432173	3.421583	
0.520000	-669.293224	-674.624225	3.421421	3.415984	
0.521000	-669.293224	-674.607387	3.410614	3.410341	
0.522000	-669.293224	-674.590465	3.399754	3.404655	
0.523000	-669.293224	-674.573461	3.388841	3.398926	
0.524000	-669.293223	-674.556376	3.377876	3.393153	
0.525000	-669.293223	-674.539212	3.366860	3.387338	
0.526000	-669.293223	-674.521969	3.355794	3.381481	
0.527000	-669.293223	-674.504651	3.344679	3.375580	
0.528000	-669.293223	-674.487258	3.333516	3.369638	
0.529000	-669.293223	-674.469792	3.322307	3.363653	
0.530000	-669.293223	-674.452254	3.311051	3.357627	
0.531000	-669.293223	-674.434646	3.299750	3.351558	
0.532000	-669.293223	-674.416970	3.288406	3.345449	
0.533000	-669.293223	-674.399227	3.277018	3.339298	
0.534000	-669.293223	-674.381418	3.265589	3.333105	
0.535000	-669.293222	-674.363546	3.254118	3.326872	
0.536000	-669.293222	-674.345611	3.242608	3.320599	
0.537000	-669.293222	-674.327616	3.231059	3.314284	
0.538000	-669.293222	-674.309562	3.219472	3.307930	
0.539000	-669.293222	-674.291451	3.207848	3.301535	
0.540000	-669.293222	-674.273283	3.196189	3.295100	
0.541000	-669.293222	-674.255062	3.184494	3.288626	
0.542000	-669.293222	-674.236788	3.172766	3.282113	
0.543000	-669.293222	-674.218464	3.161006	3.275560	
0.544000	-669.293222	-674.200090	3.149214	3.268968	
0.545000	-669.293221	-674.181669	3.137391	3.262337	
0.546000	-669.293221	-674.163202	3.125539	3.255668	
0.547000	-669.293221	-674.144691	3.113659	3.248961	
0.548000	-669.293221	-674.126137	3.101751	3.242215	
0.549000	-669.293221	-674.107542	3.089817	3.235432	
0.550000	-669.293221	-674.088909	3.077858	3.228611	
0.551000	-669.293221	-674.070238	3.065875	3.221753	
0.552000	-669.293221	-674.051531	3.053869	3.214857	
0.553000	-669.293221	-674.032790	3.041841	3.207925	
0.554000	-669.293221	-674.014016	3.029793	3.200956	
0.555000	-669.293220	-673.995212	3.017724	3.193951	
0.556000	-669.293220	-673.976379	3.005637	3.186909	
0.557000	-669.293220	-673.957519	2.993533	3.179832	
0.558000	-669.293220	-673.938633	2.981412	3.172719	
0.559000	-669.293220	-673.919724	2.969276	3.165571	
0.560000	-669.293220	-673.900792	2.957126	3.158387	
0.561000	-669.293220	-673.881840	2.944963	3.151169	
0.562000	-669.293220	-673.862869	2.932788	3.143916	
0.563000	-669.293220	-673.843882	2.920601	3.136629	
0.564000	-669.293220	-673.824879	2.908406	3.129308	
0.565000	-669.293219	-673.805863	2.896201	3.121953	
0.566000	-669.293219	-673.786835	2.883989	3.114565	
0.567000	-669.293219	-673.767797	2.871771	3.107144	
0.568000	-669.293219	-673.748751	2.859547	3.099690	
0.569000	-669.293219	-673.729699	2.847320	3.092203	
0.570000	-669.293219	-673.710642	2.835089	3.084684	
0.571000	-669.293219	-673.691582	2.822856	3.077133	
0.572000	-669.293219	-673.672520	2.810623	3.069550	
0.573000	-669.293219	-673.653460	2.798390	3.061936	
0.574000	-669.293218	-673.634401	2.786158	3.054291	
0.575000	-669.293218	-673.615346	2.773929	3.046615	
0.576000	-669.293218	-673.596298	2.761704	3.038908	
0.577000	-669.293218	-673.577256	2.749483	3.031172	
0.578000	-669.293218	-673.558224	2.737268	3.023405	
0.579000	-669.293218	-673.539203	2.725061	3.015609	
0.580000	-669.293218	-673.520194	2.712861	3.007784	
0.581000	-669.293218	-673.501200	2.700671	2.999931	
0.582000	-669.293218	-673.482223	2.688491	2.992048	
0.583000	-669.293218	-673.463263	2.676323	2.984138	
0.584000	-669.293217	-673.444322	2.664167	2.976200	
0.585000	-669.293217	-673.425404	2.652025	2.968234	
0.586000	-669.293217	-673.406508	2.639898	2.960242	
0.587000	-669.293217	-673.387637	2.627786	2.952223	
0.588000	-669.293217	-673.368793	2.615692	2.944177	
0.589000	-669.293217	-673.349976	2.603616	2.936105	
0.590000	-669.293217	-673.331190	2.591559	2.928008	
0.591000	-669.293217	-673.312436	2.579523	2.919886	
0.592000	-669.293217	-673.293715	2.567508	2.911739	
0.593000	-669.293216	-673.275029	2.555515	2.903568	
0.594000	-669.293216	-673.256380	2.543547	2.895373	
0.595000	-669.293216	-673.237769	2.531602	2.887154	
0.596000	-669.293216	-673.219199	2.519684	2.878912	
0.597000	-669.293216	-673.200670	2.507793	2.870647	
0.598000	-669.293216	-673.182185	2.495929	2.862361	
0.599000	-669.293216	-673.163746	2.484095	2.854052	
0.600000	-669.293216	-673.145353	2.472290	2.845722	
0.601000	-669.293216	-673.127008	2.460517	2.837371	
0.602000	-669.293216	-673.108714	2.448776	2.829000	
0.603000	-669.293215	-673.090472	2.437068	2.820609	
0.604000	-669.293215	-673.072283	2.425394	2.812198	
0.605000	-669.293215	-673.054149	2.413756	2.803769	
0.606000	-669.293215	-673.036072	2.402155	2.795321	
0.607000	-669.293215	-673.018054	2.390591	2.786855	
0.608000	-669.293215	-673.000095	2.379065	2.778372	
0.609000	-669.293215	-672.982198	2.367579	2.769872	
0.610000	-669.293215	-672.964364	2.356133	2.761356	
0.611000	-669.293215	-672.946595	2.344729	2.752824	
0.612000	-669.293215	-672.928893	2.333367	2.744277	
0.613000	-669.293215	-672.911258	2.322049	2.735715	
0.614000	-669.293214	-672.893692	2.310776	2.727140	
0.615000	-669.293214	-672.876198	2.299548	2.718551	
0.616000	-669.293214	-672.858776	2.288367	2.709949	
0.617000	-669.293214	-672.841429	2.277234	2.701336	
0.618000	-669.293214	-672.824157	2.266148	2.692711	
0.619000	-669.293214	-672.806962	2.255113	2.684075	
0.620000	-669.293214	-672.789846	2.244128	2.675429	
0.621000	-669.293214	-672.772809	2.233194	2.666774	
0.622000	-669.293214	-672.755855	2.222313	2.658111	
0.623000	-669.293214	-672.738984	2.211485	2.649439	
0.624000	-669.293214	-672.722197	2.200711	2.640761	
0.625000	-669.293213	-672.705496	2.189993	2.632076	
0.626000	-669.293213	-672.688883	2.179331	2.623386	
0.627000	-669.293213	-672.672359	2.168725	2.614691	
0.628000	-669.293213	-672.655924	2.158178	2.605992	
0.629000	-669.293213	-672.639582	2.147690	2.597290	
0.630000	-669.293213	-672.623333	2.137261	2.588586	
0.631000	-669.293213	-672.607178	2.126893	2.579880	
0.632000	-669.293213	-672.591119	2.116587	2.571174	
0.633000	-669.293213	-672.575158	2.106343	2.562469	
0.634000	-669.293213	-672.559295	2.096162	2.553766	
0.635000	-669.293213	-672.543532	2.086045	2.545065	
0.636000	-669.293212	-672.527870	2.075993	2.536367	
0.637000	-669.293212	-672.512310	2.066007	2.527674	
0.638000	-669.293212	-672.496855	2.056088	2.518987	
0.639000	-669.293212	-672.481505	2.046237	2.510306	
0.640000	-669.293212	-672.466261	2.036453	2.501633	
0.641000	-669.293212	-672.451124	2.026739	2.492969	
0.642000	-669.293212	-672.436097	2.017094	2.484315	
0.643000	-669.293212	-672.421180	2.007520	2.475673	
0.644000	-669.293212	-672.406374	1.998018	2.467042	
0.645000	-669.293212	-672.391681	1.988588	2.458426	
0.646000	-669.293212	-672.377101	1.979231	2.449824	
0.647000	-669.293212	-672.362636	1.969948	2.441239	
0.648000	-669.293212	-672.348288	1.960739	2.432671	
0.649000	-669.293212	-672.334057	1.951605	2.424122	
0.650000	-669.293211	-672.319944	1.942548	2.415593	
0.651000	-669.293211	-672.305950	1.933567	2.407086	
0.652000	-669.293211	-672.292077	1.924663	2.398602	
0.653000	-669.293211	-672.278326	1.915838	2.390142	
0.654000	-669.293211	-672.264698	1.907091	2.381708	
0.655000	-669.293211	-672.251193	1.898424	2.373302	
0.656000	-669.293211	-672.237814	1.889837	2.364924	
0.657000	-669.293211	-672.224560	1.881331	2.356577	
0.658000	-669.293211	-672.211433	1.872906	2.348261	
0.659000	-669.293211	-672.198434	1.864564	2.339979	
0.660000	-669.293211	-672.185564	1.856304	2.331733	
0.661000	-669.293211	-672.172824	1.848127	2.323522	
0.662000	-669.293211	-672.160214	1.840034	2.315350	
0.663000	-669.293211	-672.147737	1.832026	2.307218	
0.664000	-669.293211	-672.135392	1.824104	2.299127	
0.665000	-669.293211	-672.123181	1.816266	2.291080	
0.666000	-669.293210	-672.111104	1.808516	2.283077	
0.667000	-669.293210	-672.099163	1.800852	2.275121	
0.668000	-669.293210	-672.087357	1.793275	2.267212	
0.669000	-669.293210	-672.075689	1.785787	2.259354	
0.670000	-669.293210	-672.064159	1.778387	2.251547	
0.671000	-669.293210	-672.052768	1.771076	2.243793	
0.672000	-669.293210	-672.041516	1.763854	2.236093	
0.673000	-669.293210	-672.030404	1.756723	2.228451	
0.674000	-669.293210	-672.019434	1.749682	2.220866	
0.675000	-669.293210	-672.008605	1.742733	2.213341	
0.676000	-669.293210	-671.997919	1.735874	2.205878	
0.677000	-669.293210	-671.987376	1.729108	2.198478	
0.678000	-669.293210	-671.976978	1.722434	2.192447	
0.679000	-669.293210	-671.966724	1.715853	2.187275	
0.680000	-669.293210	-671.956615	1.709366	2.182167	
0.681000	-669.293210	-671.946652	1.702972	2.177124	
0.682000	-669.293210	-671.936837	1.696672	2.172148	
0.683000	-669.293210	-671.927168	1.690467	2.167240	
0.684000	-669.293210	-671.917647	1.684356	2.162401	
0.685000	-669.293210	-671.908275	1.678341	2.157634	
0.686000	-669.293210	-671.899052	1.672422	2.152938	
0.687000	-669.293210	-671.889979	1.666599	2.148317	
0.688000	-669.293210	-671.881055	1.660872	2.143771	
0.689000	-669.293210	-671.872283	1.655242	2.139301	
0.690000	-669.293209	-671.863662	1.649709	2.134908	
0.691000	-669.293209	-671.855192	1.644273	2.130593	
0.692000	-669.293209	-671.846875	1.638935	2.126357	
0.693000	-669.293209	-671.838710	1.633695	2.122201	
0.694000	-669.293209	-671.830699	1.628553	2.118124	
0.695000	-669.293209	-671.822841	1.623510	2.114128	
0.696000	-669.293209	-671.815138	1.618566	2.110212	
0.697000	-669.293209	-671.807588	1.613721	2.106376	
0.698000	-669.293209	-671.800194	1.608975	2.102619	
0.699000	-669.293209	-671.792955	1.604329	2.098941	
0.700000	-669.293209	-671.785871	1.599783	2.095340	
0.701000	-669.293209	-671.778943	1.595337	2.091816	
0.702000	-669.293209	-671.772172	1.590991	2.088366	
0.703000	-669.293209	-671.765557	1.586746	2.084990	
0.704000	-669.293209	-671.759099	1.582601	2.081686	
0.705000	-669.293209	-671.752798	1.578557	2.078451	
0.706000	-669.293209	-671.746655	1.574614	2.075284	
0.707000	-669.293209	-671.740669	1.570773	2.072184	
0.708000	-669.293209	-671.734841	1.567032	2.069148	
0.709000	-669.293209	-671.729172	1.563394	2.066176	
0.710000	-669.293209	-671.723661	1.559857	2.063269	
0.711000	-669.293209	-671.718308	1.556421	2.060431	
0.712000	-669.293209	-671.713114	1.553088	2.057674	
0.713000	-669.293209	-671.708079	1.549856	2.055037	
0.714000	-669.293209	-671.703203	1.546727	2.052675	
0.715000	-669.293209	-671.698486	1.543700	2.051088	
0.716000	-669.293209	-671.693929	1.540775	2.050438	
0.717000	-669.293209	-671.689531	1.537953	2.050169	
0.718000	-669.293209	-671.685293	1.535232	2.050039	
0.719000	-669.293209	-671.681214	1.532615	2.049985	
0.720000	-669.293209	-671.677295	1.530100	2.049985	
0.721000	-669.293209	-671.673536	1.527687	2.050028	
0.722000	-669.293209	-671.669937	1.525377	2.050110	
0.723000	-669.293209	-671.666498	1.523170	2.050226	
0.724000	-669.293209	-671.663218	1.521065	2.050373	
0.725000	-669.293209	-671.660099	1.519063	2.050549	
0.726000	-669.293209	-671.657139	1.517163	2.050752	
0.727000	-669.293209	-671.654339	1.515366	2.050980	
0.728000	-669.293209	-671.651699	1.513672	2.051232	
0.729000	-669.293209	-671.649219	1.512080	2.051506	
0.730000	-669.293209	-671.646898	1.510591	2.051801	
0.731000	-669.293209	-671.644737	1.509204	2.052115	
0.732000	-669.293209	-671.642736	1.507919	2.052447	
0.733000	-669.293209	-671.640894	1.506737	2.052797	
0.734000	-669.293209	-671.639211	1.505657	2.053164	
0.735000	-669.293209	-671.637688	1.504680	2.053545	
0.736000	-669.293209	-671.636324	1.503804	2.053941	
0.737000	-669.293209	-671.635118	1.503030	2.054351	
0.738000	-669.293209	-671.634072	1.502359	2.054774	
0.739000	-669.293209	-671.633184	1.501789	2.055209	
0.740000	-669.293209	-671.632455	1.501321	2.055656	
0.741000	-669.293209	-671.631884	1.500954	2.056114	
0.742000	-669.293209	-671.631471	1.500689	2.056582	
0.743000	-669.293209	-671.631215	1.500525	2.057061	
0.744000	-669.293209	-671.631118	1.500463	2.057549	
0.745000	-669.293209	-671.631177	1.500501	2.058046	
0.746000	-669.293209	-671.631394	1.500640	2.058553	
0.747000	-669.293209	-671.631768	1.500880	2.059068	
0.748000	-669.293209	-671.632298	1.501221	2.059591	
0.749000	-669.293209	-671.632985	1.501661	2.060123	
0.750000	-669.293209	-671.633828	1.502202	2.060663	
0.751000	-669.293209	-671.634826	1.502843	2.061211	
0.752000	-669.293209	-671.635980	1.503583	2.063905	
0.753000	-669.293209	-671.637289	1.504424	2.066938	
0.754000	-669.293209	-671.638753	1.505363	2.069984	
0.755000	-669.293209	-671.640371	1.506402	2.073044	
0.756000	-669.293209	-671.642143	1.507539	2.076117	
0.757000	-669.293209	-671.644069	1.508775	2.079203	
0.758000	-669.293209	-671.646149	1.510110	2.082303	
0.759000	-669.293209	-671.648381	1.511542	2.085417	
0.760000	-669.293209	-671.650766	1.513073	2.088545	
0.761000	-669.293209	-671.653303	1.514701	2.091688	
0.762000	-669.293209	-671.655992	1.516427	2.094847	
0.763000	-669.293210	-671.658832	1.518250	2.098021	
0.764000	-669.293210	-671.661824	1.520169	2.101211	
0.765000	-669.293210	-671.664965	1.522186	2.104419	
0.766000	-669.293210	-671.668257	1.524298	2.107643	
0.767000	-669.293210	-671.671698	1.526507	2.110887	
0.768000	-669.293210	-671.675289	1.528811	2.114149	
0.769000	-669.293210	-671.679028	1.531211	2.117432	
0.770000	-669.293210	-671.682916	1.533706	2.120735	
0.771000	-669.293210	-671.686951	1.536296	2.124060	
0.772000	-669.293210	-671.691133	1.538980	2.127408	
0.773000	-669.293210	-671.695463	1.541759	2.130780	
0.774000	-669.293210	-671.699938	1.544631	2.134178	
0.775000	-669.293210	-671.704559	1.547597	2.137601	
0.776000	-669.293210	-671.709326	1.550656	2.141052	
0.777000	-669.293210	-671.714237	1.553808	2.144532	
0.778000	-669.293210	-671.719292	1.557052	2.148042	
0.779000	-669.293210	-671.724490	1.560389	2.151583	
0.780000	-669.293210	-671.729832	1.563817	2.155157	
0.781000	-669.293210	-671.735316	1.567337	2.158765	
0.782000	-669.293210	-671.740943	1.570947	2.162408	
0.783000	-669.293210	-671.746710	1.574649	2.166088	
0.784000	-669.293210	-671.752618	1.578441	2.169806	
0.785000	-669.293210	-671.758667	1.582323	2.173564	
0.786000	-669.293210	-671.764854	1.586294	2.177362	
0.787000	-669.293210	-671.771181	1.590354	2.181202	
0.788000	-669.293210	-671.777647	1.594504	2.185086	
0.789000	-669.293210	-671.784250	1.598742	2.189014	
0.790000	-669.293210	-671.790990	1.603067	2.192987	
0.791000	-669.293210	-671.797866	1.607481	2.197006	
0.792000	-669.293210	-671.804879	1.611981	2.201073	
0.793000	-669.293211	-671.812026	1.616568	2.205188	
0.794000	-669.293211	-671.819308	1.621242	2.209352	
0.795000	-669.293211	-671.826724	1.626002	2.213565	
0.796000	-669.293211	-671.834274	1.630847	2.217828	
0.797000	-669.293211	-671.841956	1.635777	2.222140	
0.798000	-669.293211	-671.849769	1.640792	2.226503	
0.799000	-669.293211	-671.857714	1.645891	2.230917	
0.800000	-669.293211	-671.865790	1.651074	2.235380	
0.801000	-669.293211	-671.873995	1.656340	2.239893	
0.802000	-669.293211	-671.882330	1.661689	2.244455	
0.803000	-669.293211	-671.890793	1.667120	2.249067	
0.804000	-669.293211	-671.899383	1.672634	2.253726	
0.805000	-669.293211	-671.908101	1.678228	2.258433	
0.806000	-669.293211	-671.916945	1.683904	2.263186	
0.807000	-669.293211	-671.925914	1.689661	2.267985	
0.808000	-669.293211	-671.935008	1.695498	2.272828	
0.809000	-669.293211	-671.944227	1.701414	2.277714	
0.810000	-669.293211	-671.953568	1.707409	2.282642	
0.811000	-669.293211	-671.963033	1.713483	2.287610	
0.812000	-669.293211	-671.972619	1.719636	2.292618	
0.813000	-669.293211	-671.982326	1.725866	2.297662	
0.814000	-669.293211	-671.992153	1.732173	2.302743	
0.815000	-669.293211	-672.002100	1.738557	2.307858	
0.816000	-669.293212	-672.012166	1.745017	2.313006	
0.817000	-669.293212	-672.022350	1.751553	2.318185	
0.818000	-669.293212	-672.032650	1.758164	2.323393	
0.819000	-669.293212	-672.043068	1.764849	2.328630	
0.820000	-669.293212	-672.053600	1.771609	2.333893	
0.821000	-669.293212	-672.064248	1.778443	2.339180	
0.822000	-669.293212	-672.075009	1.785349	2.344491	
0.823000	-669.293212	-672.085883	1.792328	2.349824	
0.824000	-669.293212	-672.096870	1.799380	2.355177	
0.825000	-669.293212	-672.107968	1.806502	2.360548	
0.826000	-669.293212	-672.119177	1.813696	2.365937	
0.827000	-669.293212	-672.130496	1.820960	2.371341	
0.828000	-669.293212	-672.141923	1.828294	2.376761	
0.829000	-669.293212	-672.153458	1.835698	2.382193	
0.830000	-669.293212	-672.165101	1.843170	2.387637	
0.831000	-669.293212	-672.176850	1.850710	2.393092	
0.832000	-669.293212	-672.188704	1.858318	2.398556	
0.833000	-669.293212	-672.200663	1.865993	2.404028	
0.834000	-669.293212	-672.212726	1.873735	2.409508	
0.835000	-669.293212	-672.224891	1.881543	2.414994	
0.836000	-669.293213	-672.237159	1.889416	2.420485	
0.837000	-669.293213	-672.249527	1.897354	2.425980	
0.838000	-669.293213	-672.261995	1.905356	2.431478	
0.839000	-669.293213	-672.274563	1.913421	2.436978	
0.840000	-669.293213	-672.287228	1.921550	2.442480	
0.841000	-669.293213	-672.299991	1.929741	2.447983	
0.842000	-669.293213	-672.312851	1.937995	2.453485	
0.843000	-669.293213	-672.325805	1.946309	2.458986	
0.844000	-669.293213	-672.338855	1.954684	2.464486	
0.845000	-669.293213	-672.351997	1.963119	2.469983	
0.846000	-669.293213	-672.365233	1.971613	2.475477	
0.847000	-669.293213	-672.378560	1.980166	2.480968	
0.848000	-669.293213	-672.391977	1.988777	2.486454	
0.849000	-669.293213	-672.405484	1.997446	2.491936	
0.850000	-669.293213	-672.419080	2.006172	2.497412	
0.851000	-669.293213	-672.432764	2.014954	2.502883	
0.852000	-669.293213	-672.446534	2.023792	2.508347	
0.853000	-669.293214	-672.460390	2.032684	2.513804	
0.854000	-669.293214	-672.474330	2.041631	2.519255	
0.855000	-669.293214	-672.488354	2.050632	2.524697	
0.856000	-669.293214	-672.502461	2.059685	2.530132	
0.857000	-669.293214	-672.516649	2.068791	2.535559	
0.858000	-669.293214	-672.530918	2.077949	2.540976	
0.859000	-669.293214	-672.545266	2.087158	2.546385	
0.860000	-669.293214	-672.559693	2.096417	2.551784	
0.861000	-669.293214	-672.574197	2.105725	2.557174	
0.862000	-669.293214	-672.588778	2.115083	2.562553	
0.863000	-669.293214	-672.603433	2.124489	2.567923	
0.864000	-669.293214	-672.618163	2.133942	2.573282	
0.865000	-669.293214	-672.632966	2.143443	2.578630	
0.866000	-669.293214	-672.647841	2.152990	2.583967	
0.867000	-669.293214	-672.662787	2.162582	2.589292	
0.868000	-669.293214	-672.677803	2.172219	2.594607	
0.869000	-669.293215	-672.692887	2.181900	2.599909	
0.870000	-669.293215	-672.708039	2.191624	2.605199	
0.871000	-669.293215	-672.723257	2.201391	2.610478	
0.872000	-669.293215	-672.738541	2.211200	2.615744	
0.873000	-669.293215	-672.753889	2.221050	2.620997	
0.874000	-669.293215	-672.769299	2.230941	2.626238	
0.875000	-669.293215	-672.784772	2.240871	2.631465	
0.876000	-669.293215	-672.800305	2.250840	2.636680	
0.877000	-669.293215	-672.815898	2.260848	2.641881	
0.878000	-669.293215	-672.831549	2.270892	2.647068	
0.879000	-669.293215	-672.847258	2.280974	2.652241	
0.880000	-669.293215	-672.863022	2.291091	2.657401	
0.881000	-669.293215	-672.878841	2.301244	2.662546	
0.882000	-669.293215	-672.894714	2.311431	2.667677	
0.883000	-669.293216	-672.910639	2.321652	2.672794	
0.884000	-669.293216	-672.926615	2.331905	2.677895	
0.885000	-669.293216	-672.942642	2.342191	2.682982	
0.886000	-669.293216	-672.958717	2.352508	2.688053	
0.887000	-669.293216	-672.974839	2.362855	2.693109	
0.888000	-669.293216	-672.991007	2.373232	2.698149	
0.889000	-669.293216	-673.007221	2.383637	2.703173	
0.890000	-669.293216	-673.023478	2.394071	2.708181	
0.891000	-669.293216	-673.039778	2.404532	2.713173	
0.892000	-669.293216	-673.056119	2.415020	2.718148	
0.893000	-669.293216	-673.072500	2.425533	2.723106	
0.894000	-669.293216	-673.088919	2.436071	2.728047	
0.895000	-669.293216	-673.105376	2.446633	2.732971	
0.896000	-669.293216	-673.121869	2.457218	2.737877	
0.897000	-669.293217	-673.138396	2.467825	2.742765	
0.898000	-669.293217	-673.154957	2.478454	2.747636	
0.899000	-669.293217	-673.171550	2.489103	2.752488	
0.900000	-669.293217	-673.188174	2.499772	2.757321	
0.901000	-669.293217	-673.204827	2.510460	2.762135	
0.902000	-669.293217	-673.221509	2.521166	2.766930	
0.903000	-669.293217	-673.238217	2.531889	2.771706	
0.904000	-669.293217	-673.254951	2.542629	2.776461	
0.905000	-669.293217	-673.271708	2.553384	2.781197	
0.906000	-669.293217	-673.288489	2.564153	2.785913	
0.907000	-669.293217	-673.305290	2.574937	2.790608	
0.908000	-669.293217	-673.322112	2.585733	2.795281	
0.909000	-669.293218	-673.338953	2.596541	2.799934	
0.910000	-669.293218	-673.355810	2.607360	2.804565	
0.911000	-669.293218	-673.372683	2.618189	2.809175	
0.912000	-669.293218	-673.389571	2.629028	2.813762	
0.913000	-669.293218	-673.406472	2.639874	2.818327	
0.914000	-669.293218	-673.423385	2.650729	2.822869	
0.915000	-669.293218	-673.440308	2.661590	2.827388	
0.916000	-669.293218	-673.457239	2.672456	2.831884	
0.917000	-669.293218	-673.474178	2.683328	2.836357	
0.918000	-669.293218	-673.491123	2.694203	2.840806	
0.919000	-669.293218	-673.508073	2.705081	2.845230	
0.920000	-669.293218	-673.525025	2.715961	2.849630	
0.921000	-669.293219	-673.541980	2.726842	2.854005	
0.922000	-669.293219	-673.558934	2.737724	2.858355	
0.923000	-669.293219	-673.575888	2.748604	2.862680	
0.924000	-669.293219	-673.592839	2.759483	2.866980	
0.925000	-669.293219	-673.609785	2.770360	2.871253	
0.926000	-669.293219	-673.626727	2.781232	2.875501	
0.927000	-669.293219	-673.643661	2.792101	2.879722	
0.928000	-669.293219	-673.660587	2.802964	2.883916	
0.929000	-669.293219	-673.677503	2.813820	2.888084	
0.930000	-669.293219	-673.694407	2.824669	2.892224	
0.931000	-669.293219	-673.711299	2.835510	2.896337	
0.932000	-669.293220	-673.728176	2.846342	2.900422	
0.933000	-669.293220	-673.745038	2.857164	2.904480	
0.934000	-669.293220	-673.761882	2.867974	2.908509	
0.935000	-669.293220	-673.778707	2.878773	2.912510	
0.936000	-669.293220	-673.795513	2.889558	2.916482	
0.937000	-669.293220	-673.812296	2.900330	2.920425	
0.938000	-669.293220	-673.829056	2.911086	2.924339	
0.939000	-669.293220	-673.845792	2.921827	2.928224	
0.940000	-669.293220	-673.862502	2.932551	2.932080	
0.941000	-669.293220	-673.879184	2.943258	2.935905	
0.942000	-669.293220	-673.895836	2.953945	2.939701	
0.943000	-669.293220	-673.912458	2.964613	2.943467	
0.944000	-669.293221	-673.929048	2.975261	2.947203	
0.945000	-669.293221	-673.945605	2.985886	2.950908	
0.946000	-669.293221	-673.962126	2.996490	2.954622	
0.947000	-669.293221	-673.978611	3.007069	2.958303	
0.948000	-669.293221	-673.995058	3.017625	2.961951	
0.949000	-669.293221	-674.011465	3.028155	2.965565	
0.950000	-669.293221	-674.027831	3.038658	2.969146	
0.951000	-669.293221	-674.044154	3.049135	2.972694	
0.952000	-669.293221	-674.060434	3.059583	2.976208	
0.953000	-669.293221	-674.076668	3.070002	2.979689	
0.954000	-669.293221	-674.092855	3.080391	2.983135	
0.955000	-669.293222	-674.108994	3.090748	2.986547	
0.956000	-669.293222	-674.125082	3.101074	2.989926	
0.957000	-669.293222	-674.141120	3.111367	2.993269	
0.958000	-669.293222	-674.157104	3.121625	2.996579	
0.959000	-669.293222	-674.173034	3.131849	2.999854	
0.960000	-669.293222	-674.188909	3.142037	3.003094	
0.961000	-669.293222	-674.204726	3.152189	3.006300	
0.962000	-669.293222	-674.220484	3.162302	3.009470	
0.963000	-669.293222	-674.236182	3.172377	3.012606	
0.964000	-669.293222	-674.251819	3.182413	3.015707	
0.965000	-669.293222	-674.267393	3.192408	3.018773	
0.966000	-669.293222	-674.282902	3.202361	3.021804	
0.967000	-669.293223	-674.298345	3.212273	3.024799	
0.968000	-669.293223	-674.313720	3.222141	3.027760	
0.969000	-669.293223	-674.329027	3.231964	3.030685	
0.970000	-669.293223	-674.344264	3.241743	3.033574	
0.971000	-669.293223	-674.359429	3.251476	3.036428	
0.972000	-669.293223	-674.374521	3.261162	3.039247	
0.973000	-669.293223	-674.389539	3.270800	3.042030	
0.974000	-669.293223	-674.404481	3.280390	3.044778	
0.975000	-669.293223	-674.419345	3.289930	3.047490	
0.976000	-669.293223	-674.434131	3.299419	3.050167	
0.977000	-669.293223	-674.448837	3.308857	3.052808	
0.978000	-669.293223	-674.463461	3.318243	3.055413	
0.979000	-669.293224	-674.478003	3.327576	3.057982	
0.980000	-669.293224	-674.492461	3.336855	3.060516	
0.981000	-669.293224	-674.506834	3.346079	3.063015	
0.982000	-669.293224	-674.521119	3.355248	3.065477	
0.983000	-669.293224	-674.535317	3.364360	3.067904	
0.984000	-669.293224	-674.549425	3.373414	3.070303	
0.985000	-669.293224	-674.563442	3.382411	3.072701	
0.986000	-669.293224	-674.577368	3.391348	3.075065	
0.987000	-669.293224	-674.591200	3.400225	3.077395	
0.988000	-669.293224	-674.604938	3.409042	3.079692	
0.989000	-669.293224	-674.618579	3.417797	3.081955	
0.990000	-669.293224	-674.632124	3.426490	3.084185	
0.991000	-669.293224	-674.645570	3.435120	3.086381	
0.992000	-669.293224	-674.658917	3.443686	3.088543	
