TIME [ps]	E_TOT [kJ/mol]	E_POT [kJ/mol]	TEMP. [K]	PRES. [kJ/mol/nm^3]
0.489000	-654.650517	-665.366309	6.877364	4.627111	
0.490000	-654.650517	-665.352025	6.868196	4.622756	
0.491000	-654.650517	-665.338067	6.859238	4.618449	
0.492000	-654.650517	-665.324438	6.850491	4.614193	
0.493000	-654.650516	-665.311142	6.841958	4.609989	
0.494000	-654.650516	-665.298181	6.833639	4.605838	
0.495000	-654.650516	-665.285557	6.825538	4.601742	
0.496000	-654.650516	-665.273274	6.817655	4.597704	
0.497000	-654.650516	-665.261334	6.809992	4.593725	
0.498000	-654.650516	-665.249738	6.802549	4.589807	
0.499000	-654.650516	-665.238488	6.795329	4.585954	
0.500000	-654.650516	-665.227586	6.788332	4.582166	
0.501000	-654.650516	-665.217033	6.781560	4.578448	
0.502000	-654.650516	-665.206831	6.775012	4.574803	
0.503000	-654.650516	-665.196979	6.768689	4.571234	
0.504000	-654.650516	-665.187480	6.762592	4.567744	
0.505000	-654.650516	-665.178332	6.756721	4.564336	
0.506000	-654.650516	-665.169537	6.751077	4.561012	
0.507000	-654.650516	-665.161095	6.745659	4.557773	
0.508000	-654.650516	-665.153005	6.740467	4.554621	
0.509000	-654.650516	-665.145267	6.735500	4.551554	
0.510000	-654.650516	-665.137881	6.730760	4.548571	
0.511000	-654.650516	-665.130846	6.726244	4.545667	
0.512000	-654.650516	-665.124160	6.721953	4.542839	
0.513000	-654.650516	-665.117822	6.717886	4.540084	
0.514000	-654.650516	-665.111832	6.714041	4.537395	
0.515000	-654.650517	-665.106188	6.710419	4.534769	
0.516000	-654.650517	-665.100887	6.707017	4.532202	
0.517000	-654.650517	-665.095928	6.703834	4.529688	
0.518000	-654.650517	-665.091309	6.700869	4.527226	
0.519000	-654.650517	-665.087027	6.698121	4.524811	
0.520000	-654.650517	-665.083080	6.695588	4.522440	
0.521000	-654.650518	-665.079466	6.693268	4.520113	
0.522000	-654.650518	-665.076181	6.691159	4.517826	
0.523000	-654.650518	-665.073222	6.689260	4.515578	
0.524000	-654.650518	-665.070586	6.687569	4.513368	
0.525000	-654.650519	-665.068270	6.686082	4.511195	
0.526000	-654.650519	-665.066270	6.684798	4.509058	
0.527000	-654.650519	-665.064583	6.683715	4.506956	
0.528000	-654.650519	-665.063205	6.682830	4.504891	
0.529000	-654.650520	-665.062131	6.682141	4.502861	
0.530000	-654.650520	-665.061357	6.681645	4.500868	
0.531000	-654.650520	-665.060880	6.681338	4.498911	
0.532000	-654.650521	-665.060695	6.681219	4.496992	
0.533000	-654.650521	-665.060797	6.681285	4.495111	
0.534000	-654.650521	-665.061182	6.681531	4.493271	
0.535000	-654.650522	-665.061845	6.681956	4.491472	
0.536000	-654.650522	-665.062780	6.682556	4.489716	
0.537000	-654.650522	-665.063983	6.683328	4.488005	
0.538000	-654.650523	-665.065448	6.684268	4.486341	
0.539000	-654.650523	-665.067171	6.685374	4.484726	
0.540000	-654.650523	-665.069146	6.686641	4.483162	
0.541000	-654.650524	-665.071367	6.688066	4.481653	
0.542000	-654.650524	-665.073828	6.689646	4.480200	
0.543000	-654.650525	-665.076525	6.691376	4.478805	
0.544000	-654.650525	-665.079451	6.693254	4.477471	
0.545000	-654.650525	-665.082600	6.695275	4.476201	
0.546000	-654.650526	-665.085966	6.697435	4.474995	
0.547000	-654.650526	-665.089544	6.699731	4.473855	
0.548000	-654.650527	-665.093327	6.702159	4.472783	
0.549000	-654.650527	-665.097310	6.704714	4.471777	
0.550000	-654.650527	-665.101485	6.707393	4.470839	
0.551000	-654.650528	-665.105846	6.710192	4.469966	
0.552000	-654.650528	-665.110387	6.713107	4.469157	
0.553000	-654.650529	-665.115103	6.716133	4.468409	
0.554000	-654.650529	-665.119985	6.719266	4.467720	
0.555000	-654.650530	-665.125028	6.722502	4.467087	
0.556000	-654.650530	-665.130225	6.725837	4.466506	
0.557000	-654.650530	-665.135570	6.729268	4.465975	
0.558000	-654.650531	-665.141056	6.732788	4.465490	
0.559000	-654.650531	-665.146676	6.736395	4.465051	
0.560000	-654.650532	-665.152424	6.740083	4.464656	
0.561000	-654.650532	-665.158293	6.743850	4.464305	
0.562000	-654.650533	-665.164276	6.747690	4.463999	
0.563000	-654.650533	-665.170367	6.751598	4.463743	
0.564000	-654.650533	-665.176559	6.755572	4.463540	
0.565000	-654.650534	-665.182845	6.759606	4.463399	
0.566000	-654.650534	-665.189219	6.763696	4.463326	
0.567000	-654.650535	-665.195673	6.767838	4.463328	
0.568000	-654.650535	-665.202202	6.772028	4.463404	
0.569000	-654.650536	-665.208798	6.776261	4.463551	
0.570000	-654.650536	-665.215455	6.780533	4.463759	
0.571000	-654.650537	-665.222166	6.784840	4.464015	
0.572000	-654.650537	-665.228925	6.789178	4.464310	
0.573000	-654.650537	-665.235725	6.793542	4.464633	
0.574000	-654.650538	-665.242560	6.797928	4.464978	
0.575000	-654.650538	-665.249422	6.802332	4.465340	
0.576000	-654.650539	-665.256307	6.806750	4.465714	
0.577000	-654.650539	-665.263206	6.811178	4.466099	
0.578000	-654.650540	-665.270115	6.815612	4.466495	
0.579000	-654.650540	-665.277026	6.820047	4.466903	
0.580000	-654.650540	-665.283933	6.824480	4.467324	
0.581000	-654.650541	-665.290831	6.828907	4.467763	
0.582000	-654.650541	-665.297713	6.833323	4.468224	
0.583000	-654.650542	-665.304573	6.837725	4.468712	
0.584000	-654.650542	-665.311404	6.842110	4.469232	
0.585000	-654.650542	-665.318202	6.846472	4.469787	
0.586000	-654.650543	-665.324961	6.850810	4.470376	
0.587000	-654.650543	-665.331673	6.855118	4.470997	
0.588000	-654.650544	-665.338335	6.859393	4.471643	
0.589000	-654.650544	-665.344940	6.863632	4.472308	
0.590000	-654.650544	-665.351482	6.867830	4.472983	
0.591000	-654.650545	-665.357957	6.871986	4.473663	
0.592000	-654.650545	-665.364360	6.876094	4.474341	
0.593000	-654.650545	-665.370683	6.880153	4.475014	
0.594000	-654.650546	-665.376924	6.884158	4.475678	
0.595000	-654.650546	-665.383076	6.888106	4.476331	
0.596000	-654.650546	-665.389135	6.891994	4.476969	
0.597000	-654.650547	-665.395096	6.895820	4.477593	
0.598000	-654.650547	-665.400953	6.899579	4.478200	
0.599000	-654.650547	-665.406704	6.903269	4.478791	
0.600000	-654.650548	-665.412342	6.906888	4.479364	
0.601000	-654.650548	-665.417864	6.910432	4.479921	
0.602000	-654.650548	-665.423266	6.913898	4.480461	
0.603000	-654.650549	-665.428543	6.917285	4.480984	
0.604000	-654.650549	-665.433690	6.920588	4.481491	
0.605000	-654.650549	-665.438706	6.923807	4.481984	
0.606000	-654.650549	-665.443584	6.926938	4.482462	
0.607000	-654.650550	-665.448323	6.929979	4.482927	
0.608000	-654.650550	-665.452917	6.932927	4.483380	
0.609000	-654.650550	-665.457365	6.935781	4.483822	
0.610000	-654.650550	-665.461661	6.938539	4.484256	
0.611000	-654.650550	-665.465805	6.941198	4.484682	
0.612000	-654.650551	-665.469791	6.943756	4.485102	
0.613000	-654.650551	-665.473618	6.946212	4.485518	
0.614000	-654.650551	-665.477283	6.948564	4.485932	
0.615000	-654.650551	-665.480782	6.950810	4.486347	
0.616000	-654.650551	-665.484114	6.952948	4.486764	
0.617000	-654.650552	-665.487276	6.954977	4.487186	
0.618000	-654.650552	-665.490265	6.956896	4.487616	
0.619000	-654.650552	-665.493081	6.958703	4.488057	
0.620000	-654.650552	-665.495720	6.960396	4.488511	
0.621000	-654.650552	-665.498181	6.961976	4.488983	
0.622000	-654.650552	-665.500462	6.963440	4.489474	
0.623000	-654.650553	-665.502562	6.964787	4.489987	
0.624000	-654.650553	-665.504479	6.966018	4.490527	
0.625000	-654.650553	-665.506212	6.967130	4.491094	
0.626000	-654.650553	-665.507759	6.968123	4.491692	
0.627000	-654.650553	-665.509121	6.968996	4.492322	
0.628000	-654.650553	-665.510295	6.969750	4.492984	
0.629000	-654.650553	-665.511281	6.970383	4.493679	
0.630000	-654.650553	-665.512079	6.970895	4.494406	
0.631000	-654.650553	-665.512688	6.971286	4.495165	
0.632000	-654.650553	-665.513107	6.971555	4.495954	
0.633000	-654.650553	-665.513338	6.971703	4.496770	
0.634000	-654.650553	-665.513378	6.971729	4.497611	
0.635000	-654.650553	-665.513230	6.971633	4.498472	
0.636000	-654.650553	-665.512892	6.971417	4.499351	
0.637000	-654.650553	-665.512365	6.971078	4.500241	
0.638000	-654.650553	-665.511650	6.970620	4.501138	
0.639000	-654.650553	-665.510747	6.970040	4.502037	
0.640000	-654.650553	-665.509657	6.969341	4.502934	
0.641000	-654.650553	-665.508381	6.968522	4.503824	
0.642000	-654.650553	-665.506921	6.967584	4.504703	
0.643000	-654.650553	-665.505276	6.966529	4.505568	
0.644000	-654.650553	-665.503448	6.965356	4.506416	
0.645000	-654.650553	-665.501440	6.964067	4.507244	
0.646000	-654.650553	-665.499251	6.962662	4.508049	
0.647000	-654.650553	-665.496885	6.961144	4.508829	
0.648000	-654.650553	-665.494342	6.959512	4.509583	
0.649000	-654.650553	-665.491625	6.957768	4.510309	
0.650000	-654.650553	-665.488736	6.955914	4.511006	
0.651000	-654.650553	-665.485676	6.953950	4.511673	
0.652000	-654.650552	-665.482449	6.951879	4.512308	
0.653000	-654.650552	-665.479056	6.949701	4.512910	
0.654000	-654.650552	-665.475499	6.947419	4.513480	
0.655000	-654.650552	-665.471783	6.945034	4.514016	
0.656000	-654.650552	-665.467909	6.942547	4.514518	
0.657000	-654.650552	-665.463879	6.939961	4.514985	
0.658000	-654.650552	-665.459698	6.937278	4.515417	
0.659000	-654.650552	-665.455368	6.934499	4.515814	
0.660000	-654.650551	-665.450892	6.931626	4.516175	
0.661000	-654.650551	-665.446273	6.928662	4.516500	
0.662000	-654.650551	-665.441515	6.925609	4.516790	
0.663000	-654.650551	-665.436622	6.922468	4.517043	
0.664000	-654.650551	-665.431596	6.919243	4.517259	
0.665000	-654.650550	-665.426441	6.915935	4.517440	
0.666000	-654.650550	-665.421162	6.912547	4.517585	
0.667000	-654.650550	-665.415762	6.909081	4.517694	
0.668000	-654.650550	-665.410244	6.905540	4.517767	
0.669000	-654.650550	-665.404613	6.901926	4.517804	
0.670000	-654.650549	-665.398873	6.898242	4.517807	
0.671000	-654.650549	-665.393028	6.894491	4.517776	
0.672000	-654.650549	-665.387082	6.890675	4.517711	
0.673000	-654.650549	-665.381039	6.886797	4.517613	
0.674000	-654.650548	-665.374905	6.882860	4.517484	
0.675000	-654.650548	-665.368682	6.878867	4.517323	
0.676000	-654.650548	-665.362377	6.874820	4.517132	
0.677000	-654.650548	-665.355992	6.870723	4.516912	
0.678000	-654.650548	-665.349534	6.866578	4.516664	
0.679000	-654.650547	-665.343006	6.862388	4.516389	
0.680000	-654.650547	-665.336414	6.858158	4.516088	
0.681000	-654.650547	-665.329762	6.853888	4.515763	
0.682000	-654.650546	-665.323054	6.849584	4.515414	
0.683000	-654.650546	-665.316297	6.845247	4.515041	
0.684000	-654.650546	-665.309494	6.840881	4.514647	
0.685000	-654.650546	-665.302651	6.836490	4.514231	
0.686000	-654.650545	-665.295773	6.832076	4.513793	
0.687000	-654.650545	-665.288865	6.827642	4.513335	
0.688000	-654.650545	-665.281931	6.823192	4.512856	
0.689000	-654.650545	-665.274978	6.818730	4.512358	
0.690000	-654.650544	-665.268010	6.814258	4.511840	
0.691000	-654.650544	-665.261032	6.809780	4.511303	
0.692000	-654.650544	-665.254050	6.805299	4.510748	
0.693000	-654.650543	-665.247068	6.800818	4.510175	
0.694000	-654.650543	-665.240092	6.796341	4.509585	
0.695000	-654.650543	-665.233128	6.791872	4.508980	
0.696000	-654.650543	-665.226179	6.787412	4.508359	
0.697000	-654.650542	-665.219253	6.782967	4.507726	
0.698000	-654.650542	-665.212354	6.778539	4.507080	
0.699000	-654.650542	-665.205486	6.774132	4.506424	
0.700000	-654.650541	-665.198656	6.769749	4.505760	
0.701000	-654.650541	-665.191869	6.765393	4.505089	
0.702000	-654.650541	-665.185130	6.761068	4.504413	
0.703000	-654.650541	-665.178444	6.756777	4.503734	
0.704000	-654.650540	-665.171817	6.752524	4.503054	
0.705000	-654.650540	-665.165253	6.748312	4.502375	
0.706000	-654.650540	-665.158758	6.744143	4.501699	
0.707000	-654.650539	-665.152337	6.740023	4.501027	
0.708000	-654.650539	-665.145996	6.735953	4.500362	
0.709000	-654.650539	-665.139738	6.731937	4.499704	
0.710000	-654.650539	-665.133570	6.727979	4.499056	
0.711000	-654.650538	-665.127497	6.724081	4.498418	
0.712000	-654.650538	-665.121523	6.720247	4.497791	
0.713000	-654.650538	-665.115653	6.716480	4.497178	
0.714000	-654.650537	-665.109893	6.712784	4.496577	
0.715000	-654.650537	-665.104248	6.709160	4.495992	
0.716000	-654.650537	-665.098721	6.705614	4.495421	
0.717000	-654.650537	-665.093319	6.702147	4.494866	
0.718000	-654.650536	-665.088046	6.698762	4.494329	
0.719000	-654.650536	-665.082906	6.695464	4.493808	
0.720000	-654.650536	-665.077904	6.692254	4.493307	
0.721000	-654.650536	-665.073045	6.689135	4.492824	
0.722000	-654.650535	-665.068333	6.686112	4.492363	
0.723000	-654.650535	-665.063773	6.683185	4.491924	
0.724000	-654.650535	-665.059370	6.680359	4.491509	
0.725000	-654.650535	-665.055127	6.677636	4.491119	
0.726000	-654.650534	-665.051048	6.675019	4.490758	
0.727000	-654.650534	-665.047139	6.672510	4.490427	
0.728000	-654.650534	-665.043403	6.670113	4.490129	
0.729000	-654.650534	-665.039845	6.667829	4.489869	
0.730000	-654.650534	-665.036467	6.665661	4.489650	
0.731000	-654.650533	-665.033275	6.663613	4.489476	
0.732000	-654.650533	-665.030271	6.661685	4.489352	
0.733000	-654.650533	-665.027460	6.659881	4.489284	
0.734000	-654.650533	-665.024846	6.658203	4.489277	
0.735000	-654.650533	-665.022431	6.656654	4.489337	
0.736000	-654.650532	-665.020219	6.655234	4.489470	
0.737000	-654.650532	-665.018214	6.653948	4.489682	
0.738000	-654.650532	-665.016419	6.652796	4.489979	
0.739000	-654.650532	-665.014837	6.651780	4.490366	
0.740000	-654.650532	-665.013471	6.650904	4.490846	
0.741000	-654.650531	-665.012324	6.650168	4.491425	
0.742000	-654.650531	-665.011400	6.649575	4.492104	
0.743000	-654.650531	-665.010700	6.649125	4.492885	
0.744000	-654.650531	-665.010227	6.648822	4.493768	
0.745000	-654.650531	-665.009984	6.648666	4.494753	
0.746000	-654.650531	-665.009974	6.648660	4.495838	
0.747000	-654.650531	-665.010198	6.648804	4.497023	
0.748000	-654.650531	-665.010660	6.649100	4.498304	
0.749000	-654.650530	-665.011360	6.649550	4.499680	
0.750000	-654.650530	-665.012301	6.650154	4.501148	
0.751000	-654.650530	-665.013486	6.650914	4.502705	
0.752000	-654.650530	-665.014915	6.651831	4.504350	
0.753000	-654.650530	-665.016591	6.652907	4.506078	
0.754000	-654.650530	-665.018514	6.654142	4.507888	
0.755000	-654.650530	-665.020687	6.655536	4.509776	
0.756000	-654.650530	-665.023111	6.657092	4.511739	
0.757000	-654.650530	-665.025786	6.658809	4.513775	
0.758000	-654.650530	-665.028714	6.660688	4.515878	
0.759000	-654.650530	-665.031896	6.662730	4.518048	
0.760000	-654.650530	-665.035333	6.664936	4.520279	
0.761000	-654.650530	-665.039025	6.667306	4.522568	
0.762000	-654.650530	-665.042974	6.669840	4.524912	
0.763000	-654.650530	-665.047178	6.672538	4.527309	
0.764000	-654.650530	-665.051639	6.675401	4.529754	
0.765000	-654.650530	-665.056357	6.678429	4.532246	
0.766000	-654.650530	-665.061332	6.681622	4.534783	
0.767000	-654.650530	-665.066564	6.684980	4.537361	
0.768000	-654.650530	-665.072053	6.688503	4.539980	
0.769000	-654.650530	-665.077799	6.692190	4.542638	
0.770000	-654.650530	-665.083800	6.696042	4.545334	
0.771000	-654.650530	-665.090057	6.700057	4.548067	
0.772000	-654.650530	-665.096569	6.704237	4.550836	
0.773000	-654.650530	-665.103335	6.708579	4.553641	
0.774000	-654.650530	-665.110354	6.713084	4.556482	
0.775000	-654.650530	-665.117626	6.717751	4.559358	
0.776000	-654.650530	-665.125148	6.722579	4.562269	
0.777000	-654.650530	-665.132920	6.727567	4.565215	
0.778000	-654.650530	-665.140941	6.732714	4.568195	
0.779000	-654.650531	-665.149208	6.738020	4.571210	
0.780000	-654.650531	-665.157721	6.743484	4.574259	
0.781000	-654.650531	-665.166478	6.749104	4.577341	
0.782000	-654.650531	-665.175476	6.754878	4.580454	
0.783000	-654.650531	-665.184714	6.760807	4.583599	
0.784000	-654.650531	-665.194189	6.766888	4.586773	
0.785000	-654.650531	-665.203900	6.773121	4.589975	
0.786000	-654.650531	-665.213844	6.779503	4.593203	
0.787000	-654.650532	-665.224019	6.786033	4.596454	
0.788000	-654.650532	-665.234422	6.792709	4.599728	
0.789000	-654.650532	-665.245050	6.799531	4.603020	
0.790000	-654.650532	-665.255902	6.806495	4.606330	
0.791000	-654.650532	-665.266974	6.813600	4.609654	
0.792000	-654.650532	-665.278262	6.820845	4.612990	
0.793000	-654.650533	-665.289765	6.828228	4.616337	
0.794000	-654.650533	-665.301479	6.835746	4.619692	
0.795000	-654.650533	-665.313401	6.843397	4.623052	
0.796000	-654.650533	-665.325527	6.851179	4.626417	
0.797000	-654.650533	-665.337854	6.859091	4.629784	
0.798000	-654.650534	-665.350379	6.867129	4.633151	
0.799000	-654.650534	-665.363098	6.875292	4.636518	
0.800000	-654.650534	-665.376007	6.883577	4.639883	
0.801000	-654.650534	-665.389103	6.891981	4.643245	
0.802000	-654.650535	-665.402382	6.900504	4.646603	
0.803000	-654.650535	-665.415840	6.909141	4.649956	
0.804000	-654.650535	-665.429473	6.917890	4.653303	
0.805000	-654.650535	-665.443277	6.926749	4.656645	
0.806000	-654.650536	-665.457248	6.935716	4.659979	
0.807000	-654.650536	-665.471381	6.944787	4.663307	
0.808000	-654.650536	-665.485674	6.953959	4.666628	
0.809000	-654.650536	-665.500120	6.963231	4.669942	
0.810000	-654.650537	-665.514717	6.972599	4.673249	
0.811000	-654.650537	-665.529460	6.982060	4.676550	
0.812000	-654.650537	-665.544344	6.991613	4.679843	
0.813000	-654.650537	-665.559364	7.001253	4.683131	
0.814000	-654.650538	-665.574517	7.010978	4.686412	
0.815000	-654.650538	-665.589798	7.020785	4.689688	
0.816000	-654.650538	-665.605203	7.030671	4.692959	
0.817000	-654.650538	-665.620725	7.040633	4.696225	
0.818000	-654.650539	-665.636362	7.050669	4.699487	
0.819000	-654.650539	-665.652109	7.060775	4.702746	
0.820000	-654.650539	-665.667960	7.070948	4.706002	
0.821000	-654.650540	-665.683911	7.081185	4.709255	
0.822000	-654.650540	-665.699958	7.091484	4.712505	
0.823000	-654.650540	-665.716095	7.101841	4.715754	
0.824000	-654.650540	-665.732319	7.112253	4.719000	
0.825000	-654.650541	-665.748624	7.122717	4.722244	
0.826000	-654.650541	-665.765005	7.133230	4.725485	
0.827000	-654.650541	-665.781458	7.143790	4.728723	
0.828000	-654.650541	-665.797979	7.154392	4.731958	
0.829000	-654.650542	-665.814562	7.165035	4.735188	
0.830000	-654.650542	-665.831203	7.175715	4.738412	
0.831000	-654.650542	-665.847897	7.186429	4.741628	
0.832000	-654.650542	-665.864640	7.197174	4.744837	
0.833000	-654.650543	-665.881427	7.207948	4.748034	
0.834000	-654.650543	-665.898253	7.218747	4.751220	
0.835000	-654.650543	-665.915114	7.229568	4.754391	
0.836000	-654.650543	-665.932006	7.240409	4.757546	
0.837000	-654.650544	-665.948923	7.251266	4.760682	
0.838000	-654.650544	-665.965862	7.262138	4.763798	
0.839000	-654.650544	-665.982818	7.273020	4.766892	
0.840000	-654.650544	-665.999787	7.283910	4.769961	
0.841000	-654.650545	-666.016765	7.294806	4.773004	
0.842000	-654.650545	-666.033747	7.305705	4.776019	
0.843000	-654.650545	-666.050729	7.316604	4.779003	
0.844000	-654.650545	-666.067707	7.327500	4.781956	
0.845000	-654.650546	-666.084677	7.338391	4.784875	
0.846000	-654.650546	-666.101635	7.349275	4.787759	
0.847000	-654.650546	-666.118577	7.360148	4.790607	
0.848000	-654.650546	-666.135499	7.371008	4.793418	
0.849000	-654.650546	-666.152397	7.381854	4.796190	
0.850000	-654.650547	-666.169269	7.392682	4.798923	
0.851000	-654.650547	-666.186110	7.403490	4.801615	
0.852000	-654.650547	-666.202916	7.414276	4.804266	
0.853000	-654.650547	-666.219684	7.425038	4.806875	
0.854000	-654.650547	-666.236411	7.435773	4.809442	
0.855000	-654.650547	-666.253093	7.446480	4.811966	
0.856000	-654.650548	-666.269728	7.457156	4.814447	
0.857000	-654.650548	-666.286312	7.467799	4.816884	
0.858000	-654.650548	-666.302842	7.478408	4.819277	
0.859000	-654.650548	-666.319315	7.488980	4.821627	
0.860000	-654.650548	-666.335728	7.499514	4.823932	
0.861000	-654.650548	-666.352078	7.510007	4.826192	
0.862000	-654.650548	-666.368364	7.520459	4.828409	
0.863000	-654.650549	-666.384582	7.530868	4.830580	
0.864000	-654.650549	-666.400729	7.541231	4.832707	
0.865000	-654.650549	-666.416804	7.551548	4.834789	
0.866000	-654.650549	-666.432804	7.561817	4.836827	
0.867000	-654.650549	-666.448727	7.572036	4.838819	
0.868000	-654.650549	-666.464571	7.582204	4.840766	
0.869000	-654.650549	-666.480334	7.592321	4.842668	
0.870000	-654.650549	-666.496013	7.602384	4.844525	
0.871000	-654.650549	-666.511608	7.612392	4.846336	
0.872000	-654.650549	-666.527116	7.622345	4.848101	
0.873000	-654.650549	-666.542536	7.632242	4.849819	
0.874000	-654.650549	-666.557867	7.642081	4.851492	
0.875000	-654.650549	-666.573106	7.651861	4.853117	
0.876000	-654.650549	-666.588253	7.661583	4.854696	
0.877000	-654.650549	-666.603306	7.671244	4.856227	
0.878000	-654.650550	-666.618265	7.680844	4.857712	
0.879000	-654.650550	-666.633128	7.690383	4.859148	
0.880000	-654.650550	-666.647894	7.699860	4.860537	
0.881000	-654.650550	-666.662563	7.709275	4.861878	
0.882000	-654.650550	-666.677134	7.718626	4.863171	
0.883000	-654.650550	-666.691606	7.727914	4.864415	
0.884000	-654.650550	-666.705978	7.737138	4.865612	
0.885000	-654.650549	-666.720250	7.746298	4.866761	
0.886000	-654.650549	-666.734422	7.755394	4.867862	
0.887000	-654.650549	-666.748493	7.764424	4.868916	
0.888000	-654.650549	-666.762464	7.773391	4.869923	
0.889000	-654.650549	-666.776333	7.782292	4.870883	
0.890000	-654.650549	-666.790101	7.791128	4.871798	
0.891000	-654.650549	-666.803768	7.799900	4.872668	
0.892000	-654.650549	-666.817334	7.808606	4.873494	
0.893000	-654.650549	-666.830799	7.817248	4.874277	
0.894000	-654.650549	-666.844164	7.825826	4.875018	
0.895000	-654.650549	-666.857428	7.834338	4.875721	
0.896000	-654.650549	-666.870592	7.842787	4.876385	
0.897000	-654.650549	-666.883656	7.851172	4.877014	
0.898000	-654.650549	-666.896621	7.859493	4.877611	
0.899000	-654.650549	-666.909488	7.867751	4.878177	
0.900000	-654.650549	-666.922256	7.875946	4.878717	
0.901000	-654.650549	-666.934927	7.884078	4.879235	
0.902000	-654.650548	-666.947502	7.892148	4.879734	
0.903000	-654.650548	-666.959981	7.900157	4.880219	
0.904000	-654.650548	-666.972364	7.908105	4.880694	
0.905000	-654.650548	-666.984653	7.915992	4.881166	
0.906000	-654.650548	-666.996849	7.923820	4.881640	
0.907000	-654.650548	-667.008953	7.931588	4.882120	
0.908000	-654.650548	-667.020965	7.939297	4.882612	
0.909000	-654.650548	-667.032886	7.946948	4.883121	
0.910000	-654.650548	-667.044718	7.954542	4.883650	
0.911000	-654.650547	-667.056461	7.962079	4.884202	
0.912000	-654.650547	-667.068117	7.969560	4.884779	
0.913000	-654.650547	-667.079687	7.976985	4.885383	
0.914000	-654.650547	-667.091172	7.984356	4.886013	
0.915000	-654.650547	-667.102573	7.991673	4.886670	
0.916000	-654.650547	-667.113891	7.998937	4.887352	
0.917000	-654.650547	-667.125127	8.006148	4.888058	
0.918000	-654.650547	-667.136282	8.013308	4.888787	
0.919000	-654.650547	-667.147359	8.020417	4.889536	
0.920000	-654.650546	-667.158357	8.027476	4.890304	
0.921000	-654.650546	-667.169279	8.034485	4.891090	
0.922000	-654.650546	-667.180125	8.041446	4.891892	
0.923000	-654.650546	-667.190896	8.048360	4.892709	
0.924000	-654.650546	-667.201594	8.055226	4.893540	
0.925000	-654.650546	-667.212220	8.062046	4.894386	
0.926000	-654.650546	-667.222776	8.068820	4.895245	
0.927000	-654.650546	-667.233261	8.075550	4.896119	
0.928000	-654.650545	-667.243678	8.082235	4.897008	
0.929000	-654.650545	-667.254028	8.088878	4.897915	
0.930000	-654.650545	-667.264312	8.095478	4.898841	
0.931000	-654.650545	-667.274530	8.102036	4.899789	
0.932000	-654.650545	-667.284685	8.108553	4.900761	
0.933000	-654.650545	-667.294777	8.115030	4.901759	
0.934000	-654.650545	-667.304807	8.121468	4.902784	
0.935000	-654.650545	-667.314776	8.127866	4.903836	
0.936000	-654.650545	-667.324685	8.134226	4.904912	
0.937000	-654.650544	-667.334536	8.140548	4.906008	
0.938000	-654.650544	-667.344329	8.146834	4.907120	
0.939000	-654.650544	-667.354066	8.153082	4.908242	
0.940000	-654.650544	-667.363746	8.159295	4.909369	
0.941000	-654.650544	-667.373372	8.165473	4.910497	
0.942000	-654.650544	-667.382943	8.171616	4.911622	
0.943000	-654.650544	-667.392462	8.177725	4.912742	
0.944000	-654.650544	-667.401927	8.183800	4.913853	
0.945000	-654.650544	-667.411341	8.189842	4.914956	
0.946000	-654.650544	-667.420704	8.195851	4.916048	
0.947000	-654.650544	-667.430017	8.201828	4.917129	
0.948000	-654.650543	-667.439279	8.207773	4.918199	
0.949000	-654.650543	-667.448493	8.213686	4.919258	
0.950000	-654.650543	-667.457659	8.219569	4.920307	
0.951000	-654.650543	-667.466776	8.225420	4.921347	
0.952000	-654.650543	-667.475846	8.231241	4.922378	
0.953000	-654.650543	-667.484869	8.237032	4.923401	
0.954000	-654.650543	-667.493845	8.242793	4.924417	
0.955000	-654.650543	-667.502775	8.248524	4.925429	
0.956000	-654.650543	-667.511660	8.254226	4.926436	
0.957000	-654.650543	-667.520498	8.259899	4.927442	
0.958000	-654.650543	-667.529292	8.265543	4.928447	
0.959000	-654.650543	-667.538040	8.271158	4.929453	
0.960000	-654.650543	-667.546744	8.276744	4.930462	
0.961000	-654.650543	-667.555403	8.282301	4.931475	
0.962000	-654.650543	-667.564018	8.287830	4.932495	
0.963000	-654.650543	-667.572588	8.293330	4.933524	
0.964000	-654.650543	-667.581114	8.298802	4.934562	
0.965000	-654.650542	-667.589595	8.304246	4.935611	
0.966000	-654.650542	-667.598032	8.309660	4.936675	
0.967000	-654.650542	-667.606425	8.315047	4.937753	
0.968000	-654.650542	-667.614773	8.320404	4.938847	
0.969000	-654.650542	-667.623076	8.325734	4.939960	
0.970000	-654.650542	-667.631334	8.331034	4.941093	
0.971000	-654.650542	-667.639548	8.336305	4.942246	
0.972000	-654.650542	-667.647716	8.341548	4.943422	
0.973000	-654.650542	-667.655839	8.346761	4.944622	
0.974000	-654.650542	-667.663916	8.351945	4.945846	
0.975000	-654.650542	-667.671947	8.357099	4.947096	
0.976000	-654.650542	-667.679932	8.362224	4.948372	
0.977000	-654.650542	-667.687870	8.367318	4.949675	
0.978000	-654.650542	-667.695761	8.372383	4.951003	
0.979000	-654.650542	-667.703604	8.377416	4.952357	
0.980000	-654.650542	-667.711400	8.382420	4.953735	
0.981000	-654.650542	-667.719147	8.387391	4.955136	
0.982000	-654.650542	-667.726845	8.392332	4.956557	
0.983000	-654.650542	-667.734493	8.397241	4.957996	
0.984000	-654.650542	-667.742092	8.402118	4.959450	
0.985000	-654.650542	-667.749640	8.406962	4.960917	
